workload,binding,unit,launches,source_ids,op_types,ccnt,tail,evt_active,evt_sram_rd,evt_sram_wr,evt_ext_rd,evt_ext_wr
vww4_128_128_INT8,512_Low,74,2,71 72,AvgPool Conv2D,4015,0,4014,136,136,464,0
vww4_128_128_INT8,512_Low,75,1,73,Conv2D,1030,1,,,,,
yolo-fastest_192_face_v4,256_Low,0,1,2,Conv2D,44061,0,44007,2867,9515,3495,0
yolo-fastest_192_face_v4,256_Low,1,1,3,Conv2D,18015,0,18014,10944,9010,4,0
yolo-fastest_192_face_v4,256_Low,2,2,-1 4,DepthwiseConv2D KERNEL_WAIT,41015,0,41014,11303,9195,27,0
yolo-fastest_192_face_v4,256_Low,3,2,-1 5,Conv2D KERNEL_WAIT,10015,0,10014,10438,2752,57,0
yolo-fastest_192_face_v4,256_Low,4,1,6,Conv2D,18015,0,18014,4606,8991,27,0
yolo-fastest_192_face_v4,256_Low,5,1,7,DepthwiseConv2D,41015,0,41014,11503,9125,4,0
yolo-fastest_192_face_v4,256_Low,6,1,8,Conv2D,9015,0,9014,9788,2216,12,0
yolo-fastest_192_face_v4,256_Low,7,2,-1 9,Add KERNEL_WAIT,10015,0,10014,4655,2499,93,0
yolo-fastest_192_face_v4,256_Low,8,2,-1 10,Conv2D KERNEL_WAIT,56015,0,56014,8390,18319,34,0
yolo-fastest_192_face_v4,256_Low,9,1,12,DepthwiseConv2D,21015,0,21014,19688,5023,63,0
yolo-fastest_192_face_v4,256_Low,10,2,-1 13,Conv2D KERNEL_WAIT,5015,0,5014,4070,2136,50,0
yolo-fastest_192_face_v4,256_Low,11,1,14,Conv2D,19015,0,19014,4985,4521,39,0
yolo-fastest_192_face_v4,256_Low,12,1,15,DepthwiseConv2D,20015,0,20014,5018,4623,71,0
yolo-fastest_192_face_v4,256_Low,13,2,16 17,Add Conv2D,11015,0,11014,7297,2490,58,0
yolo-fastest_192_face_v4,256_Low,14,2,-1 18,Conv2D KERNEL_WAIT,19015,0,19014,4981,4531,39,0
yolo-fastest_192_face_v4,256_Low,15,1,19,DepthwiseConv2D,20015,0,20014,5045,4576,24,0
yolo-fastest_192_face_v4,256_Low,16,3,-1 20 21,Add Conv2D KERNEL_WAIT,11015,0,11014,7281,2537,108,0
yolo-fastest_192_face_v4,256_Low,17,2,-1 22,Conv2D KERNEL_WAIT,19015,0,19014,5803,4542,40,0
yolo-fastest_192_face_v4,256_Low,18,1,24,DepthwiseConv2D,5015,0,5014,3872,1373,82,0
yolo-fastest_192_face_v4,256_Low,19,1,25,Conv2D,1015,0,1014,472,432,77,0
yolo-fastest_192_face_v4,256_Low,20,2,-1 26,Conv2D KERNEL_WAIT,7015,0,7014,1737,1748,38,0
yolo-fastest_192_face_v4,256_Low,21,1,27,DepthwiseConv2D,8015,0,8014,2411,1796,107,0
yolo-fastest_192_face_v4,256_Low,22,3,-1 28 29,Add Conv2D KERNEL_WAIT,3015,0,3014,2216,733,69,0
yolo-fastest_192_face_v4,256_Low,23,2,-1 30,Conv2D KERNEL_WAIT,7015,0,7014,1995,1731,55,0
yolo-fastest_192_face_v4,256_Low,24,1,31,DepthwiseConv2D,8015,0,8014,2475,1789,90,0
yolo-fastest_192_face_v4,256_Low,25,2,32 33,Add Conv2D,3015,0,3014,2009,731,71,0
yolo-fastest_192_face_v4,256_Low,26,2,-1 34,Conv2D KERNEL_WAIT,7015,0,7014,2159,1750,73,0
yolo-fastest_192_face_v4,256_Low,27,1,35,DepthwiseConv2D,7015,0,7014,2045,1552,0,0
yolo-fastest_192_face_v4,256_Low,28,2,-1 36,Conv2D KERNEL_WAIT,3015,0,3014,1657,1030,346,0
yolo-fastest_192_face_v4,256_Low,29,1,37,Conv2D,14015,0,14014,3286,3471,119,0
yolo-fastest_192_face_v4,256_Low,30,1,38,DepthwiseConv2D,15015,0,15014,3844,3519,160,0
yolo-fastest_192_face_v4,256_Low,31,3,-1 39 40,Add Conv2D KERNEL_WAIT,6015,0,6014,4384,863,179,0
yolo-fastest_192_face_v4,256_Low,32,2,-1 41,Conv2D KERNEL_WAIT,15015,0,15014,3509,3741,162,0
yolo-fastest_192_face_v4,256_Low,33,1,42,DepthwiseConv2D,14015,0,14014,3567,3420,224,0
yolo-fastest_192_face_v4,256_Low,34,2,43 44,Add Conv2D,6015,0,6014,4390,640,4,0
yolo-fastest_192_face_v4,256_Low,35,2,-1 45,Conv2D KERNEL_WAIT,15015,0,15014,3623,3831,263,0
yolo-fastest_192_face_v4,256_Low,36,1,46,DepthwiseConv2D,14015,0,14014,3429,3286,92,0
yolo-fastest_192_face_v4,256_Low,37,3,-1 47 48,Add Conv2D KERNEL_WAIT,6015,0,6014,4519,765,125,0
yolo-fastest_192_face_v4,256_Low,38,2,-1 49,Conv2D KERNEL_WAIT,15015,0,15014,3631,3830,267,0
yolo-fastest_192_face_v4,256_Low,39,1,50,DepthwiseConv2D,14015,0,14014,3321,3276,8,0
yolo-fastest_192_face_v4,256_Low,40,3,-1 51 52,Add Conv2D KERNEL_WAIT,6015,0,6014,4581,792,220,0
yolo-fastest_192_face_v4,256_Low,41,1,53,Conv2D,15015,0,15014,3879,3676,220,0
yolo-fastest_192_face_v4,256_Low,42,2,-1 55,DepthwiseConv2D KERNEL_WAIT,3015,0,3014,2457,808,101,0
yolo-fastest_192_face_v4,256_Low,43,2,-1 56,Conv2D KERNEL_WAIT,2015,0,2014,954,770,418,0
yolo-fastest_192_face_v4,256_Low,44,1,57,Conv2D,5015,0,5014,1169,1172,8,0
yolo-fastest_192_face_v4,256_Low,45,1,57,Conv2D,1015,0,1014,428,192,260,0
yolo-fastest_192_face_v4,256_Low,46,1,58,DepthwiseConv2D,6015,0,6014,1193,1480,305,0
yolo-fastest_192_face_v4,256_Low,47,3,-1 59 60,Add Conv2D KERNEL_WAIT,3015,0,3014,1983,614,317,0
yolo-fastest_192_face_v4,256_Low,48,1,61,Conv2D,6015,0,6014,1423,1460,259,0
yolo-fastest_192_face_v4,256_Low,49,1,62,DepthwiseConv2D,6015,0,6014,1159,1791,611,0
yolo-fastest_192_face_v4,256_Low,50,2,63 64,Add Conv2D,3015,0,3014,2020,288,4,0
yolo-fastest_192_face_v4,256_Low,51,1,65,Conv2D,6015,0,6014,1444,1408,226,0
yolo-fastest_192_face_v4,256_Low,52,1,66,DepthwiseConv2D,6015,0,6014,1139,1838,655,0
yolo-fastest_192_face_v4,256_Low,53,2,67 68,Add Conv2D,3015,0,3014,2038,288,0,0
yolo-fastest_192_face_v4,256_Low,54,1,69,Conv2D,6015,0,6014,1442,1376,220,0
yolo-fastest_192_face_v4,256_Low,55,1,70,DepthwiseConv2D,6015,0,6014,1135,1468,254,0
yolo-fastest_192_face_v4,256_Low,56,2,71 72,Add Conv2D,3015,0,3014,2094,296,0,0
yolo-fastest_192_face_v4,256_Low,57,2,-1 108,Concat KERNEL_WAIT,1015,0,1014,155,524,267,0
yolo-fastest_192_face_v4,256_Low,58,2,73,Conv2D,7015,0,7014,2201,1516,311,0
yolo-fastest_192_face_v4,256_Low,59,1,75,DepthwiseConv2D,2015,0,2014,796,262,197,0
yolo-fastest_192_face_v4,256_Low,60,1,76,Conv2D,2015,0,2014,108,138,532,0
yolo-fastest_192_face_v4,256_Low,61,1,77,Conv2D,3015,0,3014,504,506,788,0
yolo-fastest_192_face_v4,256_Low,62,1,78,DepthwiseConv2D,3015,0,3014,612,468,491,0
yolo-fastest_192_face_v4,256_Low,63,2,79 80,Add Conv2D,3015,0,3014,108,108,513,0
yolo-fastest_192_face_v4,256_Low,64,1,81,Conv2D,3015,0,3014,504,606,1137,0
yolo-fastest_192_face_v4,256_Low,65,1,82,DepthwiseConv2D,3015,0,3014,383,396,206,0
yolo-fastest_192_face_v4,256_Low,66,2,83 84,Add Conv2D,3015,0,3014,322,108,697,0
yolo-fastest_192_face_v4,256_Low,67,1,85,Conv2D,3015,0,3014,504,600,1071,0
yolo-fastest_192_face_v4,256_Low,68,1,86,DepthwiseConv2D,3015,0,3014,365,404,196,0
yolo-fastest_192_face_v4,256_Low,69,2,87 88,Add Conv2D,3015,0,3014,340,132,789,0
yolo-fastest_192_face_v4,256_Low,70,1,89,Conv2D,4015,0,4014,504,671,1017,0
yolo-fastest_192_face_v4,256_Low,71,1,90,DepthwiseConv2D,3015,0,3014,612,312,337,0
yolo-fastest_192_face_v4,256_Low,72,2,91 92,Add Conv2D,3015,0,3014,108,216,752,0
yolo-fastest_192_face_v4,256_Low,73,1,93,Conv2D,3015,0,3014,504,450,853,0
yolo-fastest_192_face_v4,256_Low,74,1,94,DepthwiseConv2D,3015,0,3014,95,450,118,0
yolo-fastest_192_face_v4,256_Low,75,2,95 96,Add Conv2D,3015,0,3014,703,168,754,0
yolo-fastest_192_face_v4,256_Low,76,2,97 100,Concat MaxPool,1015,0,1014,216,216,4,0
yolo-fastest_192_face_v4,256_Low,77,1,100,Concat,1015,0,1014,0,128,8,0
yolo-fastest_192_face_v4,256_Low,78,2,98 100,Concat MaxPool,1015,0,1014,252,132,8,0
yolo-fastest_192_face_v4,256_Low,79,2,99 100,Concat MaxPool,5015,0,5014,108,216,12,0
yolo-fastest_192_face_v4,256_Low,80,1,101,Conv2D,4015,0,4014,436,228,1134,0
yolo-fastest_192_face_v4,256_Low,81,1,107,ResizeNearestNeighbor,4015,0,4014,1411,972,4,0
yolo-fastest_192_face_v4,256_Low,82,1,108,Concat,4015,0,4014,1004,1391,902,0
yolo-fastest_192_face_v4,256_Low,83,1,109,DepthwiseConv2D,14015,0,14014,969,1513,426,0
yolo-fastest_192_face_v4,256_Low,84,1,110,Conv2D,9015,0,9014,5185,1159,209,0
yolo-fastest_192_face_v4,256_Low,85,2,-1 111,DepthwiseConv2D KERNEL_WAIT,15015,0,15014,1486,2415,1298,0
yolo-fastest_192_face_v4,256_Low,86,1,112,Conv2D,8015,0,8014,5061,1092,4,0
yolo-fastest_192_face_v4,256_Low,87,1,113,Conv2D,4015,0,4014,1373,180,261,414
yolo-fastest_192_face_v4,256_Low,88,1,102,DepthwiseConv2D,1015,0,1014,72,36,133,0
yolo-fastest_192_face_v4,256_Low,89,1,103,Conv2D,2015,0,2014,163,216,543,0
yolo-fastest_192_face_v4,256_Low,90,1,104,DepthwiseConv2D,3015,0,3014,226,216,232,0
yolo-fastest_192_face_v4,256_Low,91,1,105,Conv2D,3015,0,3014,229,216,877,43
yolo-fastest_192_face_v4,256_Low,92,1,106,Conv2D,1030,1,,,,,
yolo-fastest_192_face_v4,512_Mid512,0,1,2,Conv2D,45061,0,45007,2577,9299,4350,0
yolo-fastest_192_face_v4,512_Mid512,1,1,3,Conv2D,14015,0,14014,11389,9587,4,0
yolo-fastest_192_face_v4,512_Mid512,2,2,-1 4,DepthwiseConv2D KERNEL_WAIT,20015,0,20014,10535,8868,37,0
yolo-fastest_192_face_v4,512_Mid512,3,2,-1 5,Conv2D KERNEL_WAIT,14015,0,14014,9505,2643,36,0
yolo-fastest_192_face_v4,512_Mid512,4,2,-1 6,Conv2D KERNEL_WAIT,13015,0,13014,4028,9018,57,0
yolo-fastest_192_face_v4,512_Mid512,5,1,7,DepthwiseConv2D,21015,0,21014,11291,9206,24,0
yolo-fastest_192_face_v4,512_Mid512,6,1,8,Conv2D,13015,0,13014,8742,2324,39,0
yolo-fastest_192_face_v4,512_Mid512,7,1,9,Add,5015,0,5014,4555,2368,57,0
yolo-fastest_192_face_v4,512_Mid512,8,1,10,Conv2D,32015,0,32014,6291,18496,38,0
yolo-fastest_192_face_v4,512_Mid512,9,1,12,DepthwiseConv2D,20015,0,20014,18966,4436,12,0
yolo-fastest_192_face_v4,512_Mid512,10,2,-1 13,Conv2D KERNEL_WAIT,7015,0,7014,5473,2882,114,0
yolo-fastest_192_face_v4,512_Mid512,11,1,14,Conv2D,9015,0,9014,4182,4554,58,0
yolo-fastest_192_face_v4,512_Mid512,12,1,15,DepthwiseConv2D,9015,0,9014,3832,4267,64,0
yolo-fastest_192_face_v4,512_Mid512,13,2,16 17,Add Conv2D,9015,0,9014,7776,2498,12,0
yolo-fastest_192_face_v4,512_Mid512,14,2,-1 18,Conv2D KERNEL_WAIT,9015,0,9014,4092,4596,102,0
yolo-fastest_192_face_v4,512_Mid512,15,1,19,DepthwiseConv2D,10015,0,10014,4541,4596,84,0
yolo-fastest_192_face_v4,512_Mid512,16,3,-1 20 21,Add Conv2D KERNEL_WAIT,9015,0,9014,7544,2732,59,0
yolo-fastest_192_face_v4,512_Mid512,17,2,-1 22,Conv2D KERNEL_WAIT,9015,0,9014,4787,4548,52,0
yolo-fastest_192_face_v4,512_Mid512,18,1,24,DepthwiseConv2D,3015,0,3014,2853,871,76,0
yolo-fastest_192_face_v4,512_Mid512,19,1,25,Conv2D,2015,0,2014,1322,1002,82,0
yolo-fastest_192_face_v4,512_Mid512,20,2,-1 26,Conv2D KERNEL_WAIT,3015,0,3014,1191,1549,47,0
yolo-fastest_192_face_v4,512_Mid512,21,1,27,DepthwiseConv2D,4015,0,4014,1925,1717,106,0
yolo-fastest_192_face_v4,512_Mid512,22,3,-1 28 29,Add Conv2D KERNEL_WAIT,3015,0,3014,2401,1023,79,0
yolo-fastest_192_face_v4,512_Mid512,23,2,-1 30,Conv2D KERNEL_WAIT,3015,0,3014,1164,1548,44,0
yolo-fastest_192_face_v4,512_Mid512,24,1,31,DepthwiseConv2D,3015,0,3014,924,1553,94,0
yolo-fastest_192_face_v4,512_Mid512,25,2,32 33,Add Conv2D,3015,0,3014,2905,634,12,0
yolo-fastest_192_face_v4,512_Mid512,26,2,-1 34,Conv2D KERNEL_WAIT,4015,0,4014,1672,2136,151,0
yolo-fastest_192_face_v4,512_Mid512,27,1,35,DepthwiseConv2D,3015,0,3014,986,1579,209,0
yolo-fastest_192_face_v4,512_Mid512,28,1,36,Conv2D,3015,0,3014,2587,1046,132,0
yolo-fastest_192_face_v4,512_Mid512,29,1,37,Conv2D,7015,0,7014,2631,3635,143,0
yolo-fastest_192_face_v4,512_Mid512,30,1,38,DepthwiseConv2D,7015,0,7014,3070,3246,216,0
yolo-fastest_192_face_v4,512_Mid512,31,2,39 40,Add Conv2D,6015,0,6014,5254,879,12,0
yolo-fastest_192_face_v4,512_Mid512,32,2,-1 41,Conv2D KERNEL_WAIT,7015,0,7014,2536,3759,269,0
yolo-fastest_192_face_v4,512_Mid512,33,1,42,DepthwiseConv2D,7015,0,7014,3056,3084,8,0
yolo-fastest_192_face_v4,512_Mid512,34,3,-1 43 44,Add Conv2D KERNEL_WAIT,6015,0,6014,5343,1125,221,0
yolo-fastest_192_face_v4,512_Mid512,35,2,-1 45,Conv2D KERNEL_WAIT,7015,0,7014,2613,3762,270,0
yolo-fastest_192_face_v4,512_Mid512,36,1,46,DepthwiseConv2D,7015,0,7014,3067,3249,217,0
yolo-fastest_192_face_v4,512_Mid512,37,2,47 48,Add Conv2D,6015,0,6014,5265,864,12,0
yolo-fastest_192_face_v4,512_Mid512,38,2,-1 49,Conv2D KERNEL_WAIT,7015,0,7014,2502,3759,270,0
yolo-fastest_192_face_v4,512_Mid512,39,1,50,DepthwiseConv2D,7015,0,7014,3040,3302,216,0
yolo-fastest_192_face_v4,512_Mid512,40,2,51 52,Add Conv2D,6015,0,6014,5339,810,12,0
yolo-fastest_192_face_v4,512_Mid512,41,1,53,Conv2D,7015,0,7014,2465,3549,291,0
yolo-fastest_192_face_v4,512_Mid512,42,1,55,DepthwiseConv2D,3015,0,3014,2996,720,47,0
yolo-fastest_192_face_v4,512_Mid512,43,1,56,Conv2D,2015,0,2014,972,312,257,0
yolo-fastest_192_face_v4,512_Mid512,44,1,57,Conv2D,7015,0,7014,1344,1495,707,0
yolo-fastest_192_face_v4,512_Mid512,45,1,58,DepthwiseConv2D,4015,0,4014,819,1055,347,0
yolo-fastest_192_face_v4,512_Mid512,46,2,59 60,Add Conv2D,3015,0,3014,991,288,275,0
yolo-fastest_192_face_v4,512_Mid512,47,1,61,Conv2D,7015,0,7014,1066,1312,938,0
yolo-fastest_192_face_v4,512_Mid512,48,1,62,DepthwiseConv2D,4015,0,4014,635,1272,86,0
yolo-fastest_192_face_v4,512_Mid512,49,2,63 64,Add Conv2D,3015,0,3014,1436,288,548,0
yolo-fastest_192_face_v4,512_Mid512,50,1,65,Conv2D,7015,0,7014,1236,1397,948,0
yolo-fastest_192_face_v4,512_Mid512,51,1,66,DepthwiseConv2D,4015,0,4014,624,1184,161,0
yolo-fastest_192_face_v4,512_Mid512,52,2,67 68,Add Conv2D,3015,0,3014,1272,288,445,0
yolo-fastest_192_face_v4,512_Mid512,53,1,69,Conv2D,8015,0,8014,1312,1450,955,0
yolo-fastest_192_face_v4,512_Mid512,54,1,70,DepthwiseConv2D,4015,0,4014,653,1137,254,0
yolo-fastest_192_face_v4,512_Mid512,55,3,71 72 108,Add Concat Conv2D,3015,0,3014,1471,576,344,0
yolo-fastest_192_face_v4,512_Mid512,56,1,73,Conv2D,8015,0,8014,1344,1368,975,0
yolo-fastest_192_face_v4,512_Mid512,57,1,75,DepthwiseConv2D,3015,0,3014,324,252,516,0
yolo-fastest_192_face_v4,512_Mid512,58,1,76,Conv2D,1015,0,1014,108,108,35,0
yolo-fastest_192_face_v4,512_Mid512,59,1,77,Conv2D,6015,0,6014,504,540,1105,0
yolo-fastest_192_face_v4,512_Mid512,60,1,78,DepthwiseConv2D,5015,0,5014,325,468,128,0
yolo-fastest_192_face_v4,512_Mid512,61,2,79 80,Add Conv2D,3015,0,3014,275,108,769,0
yolo-fastest_192_face_v4,512_Mid512,62,1,81,Conv2D,6015,0,6014,496,504,928,0
yolo-fastest_192_face_v4,512_Mid512,63,1,82,DepthwiseConv2D,6015,0,6014,713,504,582,0
yolo-fastest_192_face_v4,512_Mid512,64,2,83 84,Add Conv2D,2015,0,2014,108,108,500,0
yolo-fastest_192_face_v4,512_Mid512,65,1,85,Conv2D,6015,0,6014,497,504,971,0
yolo-fastest_192_face_v4,512_Mid512,66,1,86,DepthwiseConv2D,5015,0,5014,21,504,278,0
yolo-fastest_192_face_v4,512_Mid512,67,2,87 88,Add Conv2D,3015,0,3014,678,114,972,0
yolo-fastest_192_face_v4,512_Mid512,68,1,89,Conv2D,5015,0,5014,3,492,713,0
yolo-fastest_192_face_v4,512_Mid512,69,1,90,DepthwiseConv2D,7015,0,7014,1098,504,488,0
yolo-fastest_192_face_v4,512_Mid512,70,2,91 92,Add Conv2D,2015,0,2014,108,108,590,0
yolo-fastest_192_face_v4,512_Mid512,71,1,93,Conv2D,6015,0,6014,504,521,1097,0
yolo-fastest_192_face_v4,512_Mid512,72,1,94,DepthwiseConv2D,5015,0,5014,184,480,130,0
yolo-fastest_192_face_v4,512_Mid512,73,2,95 96,Add Conv2D,3015,0,3014,506,110,751,0
yolo-fastest_192_face_v4,512_Mid512,74,3,97 100,Concat MaxPool,1015,0,1014,335,346,12,0
yolo-fastest_192_face_v4,512_Mid512,75,2,98 100,Concat MaxPool,1015,0,1014,252,180,4,0
yolo-fastest_192_face_v4,512_Mid512,76,2,99 100,Concat MaxPool,3015,0,3014,433,216,20,0
yolo-fastest_192_face_v4,512_Mid512,77,1,101,Conv2D,4015,0,4014,444,535,1143,0
yolo-fastest_192_face_v4,512_Mid512,78,1,107,ResizeNearestNeighbor,2015,0,2014,1340,972,8,0
yolo-fastest_192_face_v4,512_Mid512,79,1,108,Concat,1015,0,1014,111,524,122,0
yolo-fastest_192_face_v4,512_Mid512,80,1,109,DepthwiseConv2D,9015,0,9014,2965,2258,1524,0
yolo-fastest_192_face_v4,512_Mid512,81,1,110,Conv2D,4015,0,4014,2948,960,12,0
yolo-fastest_192_face_v4,512_Mid512,82,2,-1 111,DepthwiseConv2D KERNEL_WAIT,8015,0,8014,2503,2388,1809,0
yolo-fastest_192_face_v4,512_Mid512,83,1,112,Conv2D,5015,0,5014,3982,1147,28,56
yolo-fastest_192_face_v4,512_Mid512,84,2,102 113,Conv2D DepthwiseConv2D,3015,0,3014,999,216,258,356
yolo-fastest_192_face_v4,512_Mid512,85,1,103,Conv2D,3015,0,3014,79,216,690,0
yolo-fastest_192_face_v4,512_Mid512,86,1,104,DepthwiseConv2D,3015,0,3014,336,216,494,0
yolo-fastest_192_face_v4,512_Mid512,87,1,105,Conv2D,2015,0,2014,29,216,470,0
yolo-fastest_192_face_v4,512_Mid512,88,1,106,Conv2D,2030,1,,,,,
yolo-fastest_192_face_v4,512_Low,0,1,2,Conv2D,45061,0,45007,2577,9299,4349,0
yolo-fastest_192_face_v4,512_Low,1,1,3,Conv2D,14015,0,14014,11389,9587,8,0
yolo-fastest_192_face_v4,512_Low,2,2,-1 4,DepthwiseConv2D KERNEL_WAIT,20015,0,20014,10535,8868,37,0
yolo-fastest_192_face_v4,512_Low,3,2,-1 5,Conv2D KERNEL_WAIT,14015,0,14014,9505,2643,32,0
yolo-fastest_192_face_v4,512_Low,4,2,-1 6,Conv2D KERNEL_WAIT,13015,0,13014,4028,9018,61,0
yolo-fastest_192_face_v4,512_Low,5,1,7,DepthwiseConv2D,21015,0,21014,11291,9206,20,0
yolo-fastest_192_face_v4,512_Low,6,1,8,Conv2D,13015,0,13014,8742,2324,39,0
yolo-fastest_192_face_v4,512_Low,7,1,9,Add,5015,0,5014,4555,2368,61,0
yolo-fastest_192_face_v4,512_Low,8,1,10,Conv2D,32015,0,32014,6291,18496,38,0
yolo-fastest_192_face_v4,512_Low,9,1,12,DepthwiseConv2D,20015,0,20014,18966,4436,12,0
yolo-fastest_192_face_v4,512_Low,10,2,-1 13,Conv2D KERNEL_WAIT,7015,0,7014,5473,2882,118,0
yolo-fastest_192_face_v4,512_Low,11,1,14,Conv2D,9015,0,9014,4182,4554,54,0
yolo-fastest_192_face_v4,512_Low,12,1,15,DepthwiseConv2D,9015,0,9014,3832,4267,64,0
yolo-fastest_192_face_v4,512_Low,13,2,16 17,Add Conv2D,9015,0,9014,7776,2498,12,0
yolo-fastest_192_face_v4,512_Low,14,2,-1 18,Conv2D KERNEL_WAIT,9015,0,9014,4092,4596,102,0
yolo-fastest_192_face_v4,512_Low,15,1,19,DepthwiseConv2D,10015,0,10014,4541,4596,84,0
yolo-fastest_192_face_v4,512_Low,16,3,-1 20 21,Add Conv2D KERNEL_WAIT,9015,0,9014,7544,2732,59,0
yolo-fastest_192_face_v4,512_Low,17,2,-1 22,Conv2D KERNEL_WAIT,9015,0,9014,4787,4548,52,0
yolo-fastest_192_face_v4,512_Low,18,1,24,DepthwiseConv2D,3015,0,3014,2853,871,76,0
yolo-fastest_192_face_v4,512_Low,19,1,25,Conv2D,2015,0,2014,1322,1002,82,0
yolo-fastest_192_face_v4,512_Low,20,2,-1 26,Conv2D KERNEL_WAIT,3015,0,3014,1191,1549,47,0
yolo-fastest_192_face_v4,512_Low,21,1,27,DepthwiseConv2D,4015,0,4014,1925,1717,106,0
yolo-fastest_192_face_v4,512_Low,22,3,-1 28 29,Add Conv2D KERNEL_WAIT,3015,0,3014,2401,1023,79,0
yolo-fastest_192_face_v4,512_Low,23,2,-1 30,Conv2D KERNEL_WAIT,3015,0,3014,1164,1548,48,0
yolo-fastest_192_face_v4,512_Low,24,1,31,DepthwiseConv2D,3015,0,3014,924,1553,94,0
yolo-fastest_192_face_v4,512_Low,25,2,32 33,Add Conv2D,3015,0,3014,2905,634,16,0
yolo-fastest_192_face_v4,512_Low,26,2,-1 34,Conv2D KERNEL_WAIT,4015,0,4014,1672,2136,147,0
yolo-fastest_192_face_v4,512_Low,27,1,35,DepthwiseConv2D,3015,0,3014,986,1579,209,0
yolo-fastest_192_face_v4,512_Low,28,1,36,Conv2D,3015,0,3014,2587,1046,136,0
yolo-fastest_192_face_v4,512_Low,29,1,37,Conv2D,7015,0,7014,2631,3635,139,0
yolo-fastest_192_face_v4,512_Low,30,1,38,DepthwiseConv2D,7015,0,7014,3070,3246,216,0
yolo-fastest_192_face_v4,512_Low,31,2,39 40,Add Conv2D,6015,0,6014,5254,879,12,0
yolo-fastest_192_face_v4,512_Low,32,2,-1 41,Conv2D KERNEL_WAIT,7015,0,7014,2536,3759,269,0
yolo-fastest_192_face_v4,512_Low,33,1,42,DepthwiseConv2D,7015,0,7014,3056,3084,12,0
yolo-fastest_192_face_v4,512_Low,34,3,-1 43 44,Add Conv2D KERNEL_WAIT,6015,0,6014,5343,1125,217,0
yolo-fastest_192_face_v4,512_Low,35,2,-1 45,Conv2D KERNEL_WAIT,7015,0,7014,2613,3762,270,0
yolo-fastest_192_face_v4,512_Low,36,1,46,DepthwiseConv2D,7015,0,7014,3067,3249,217,0
yolo-fastest_192_face_v4,512_Low,37,2,47 48,Add Conv2D,6015,0,6014,5265,864,12,0
yolo-fastest_192_face_v4,512_Low,38,2,-1 49,Conv2D KERNEL_WAIT,7015,0,7014,2502,3759,270,0
yolo-fastest_192_face_v4,512_Low,39,1,50,DepthwiseConv2D,7015,0,7014,3040,3302,216,0
yolo-fastest_192_face_v4,512_Low,40,2,51 52,Add Conv2D,6015,0,6014,5339,810,12,0
yolo-fastest_192_face_v4,512_Low,41,1,53,Conv2D,7015,0,7014,2465,3549,291,0
yolo-fastest_192_face_v4,512_Low,42,1,55,DepthwiseConv2D,3015,0,3014,2996,720,51,0
yolo-fastest_192_face_v4,512_Low,43,2,-1 56,Conv2D KERNEL_WAIT,2015,0,2014,1160,572,292,0
yolo-fastest_192_face_v4,512_Low,44,2,57,Conv2D,3015,0,3014,1039,1422,142,0
yolo-fastest_192_face_v4,512_Low,45,1,58,DepthwiseConv2D,4015,0,4014,1772,1563,473,0
yolo-fastest_192_face_v4,512_Low,46,3,-1 59 60,Add Conv2D KERNEL_WAIT,3015,0,3014,2125,715,431,0
yolo-fastest_192_face_v4,512_Low,47,2,61,Conv2D,3015,0,3014,1420,1290,154,0
yolo-fastest_192_face_v4,512_Low,48,1,62,DepthwiseConv2D,3015,0,3014,676,1872,660,0
yolo-fastest_192_face_v4,512_Low,49,2,63 64,Add Conv2D,3015,0,3014,2144,373,82,0
yolo-fastest_192_face_v4,512_Low,50,1,65,Conv2D,3015,0,3014,1426,1295,4,0
yolo-fastest_192_face_v4,512_Low,51,1,65,Conv2D,1015,0,1014,776,179,238,0
yolo-fastest_192_face_v4,512_Low,52,1,66,DepthwiseConv2D,3015,0,3014,672,1757,624,0
yolo-fastest_192_face_v4,512_Low,53,2,67 68,Add Conv2D,3015,0,3014,2139,322,46,0
yolo-fastest_192_face_v4,512_Low,54,2,69,Conv2D,3015,0,3014,1455,1296,4,0
yolo-fastest_192_face_v4,512_Low,55,1,70,DepthwiseConv2D,4015,0,4014,1270,1561,483,0
yolo-fastest_192_face_v4,512_Low,56,2,71 72,Add Conv2D,3015,0,3014,2018,407,8,0
yolo-fastest_192_face_v4,512_Low,57,2,-1 108,Concat KERNEL_WAIT,1015,0,1014,164,404,244,0
yolo-fastest_192_face_v4,512_Low,58,1,73,Conv2D,2015,0,2014,1017,954,178,0
yolo-fastest_192_face_v4,512_Low,59,1,73,Conv2D,1015,0,1014,253,504,12,0
yolo-fastest_192_face_v4,512_Low,60,1,75,DepthwiseConv2D,4015,0,4014,1542,324,657,0
yolo-fastest_192_face_v4,512_Low,61,1,76,Conv2D,2015,0,2014,108,144,290,0
yolo-fastest_192_face_v4,512_Low,62,1,77,Conv2D,5015,0,5014,390,468,671,0
yolo-fastest_192_face_v4,512_Low,63,1,78,DepthwiseConv2D,6015,0,6014,711,504,577,0
yolo-fastest_192_face_v4,512_Low,64,2,79 80,Add Conv2D,2015,0,2014,108,108,504,0
yolo-fastest_192_face_v4,512_Low,65,1,81,Conv2D,6015,0,6014,499,504,969,0
yolo-fastest_192_face_v4,512_Low,66,1,82,DepthwiseConv2D,5015,0,5014,17,504,252,0
