workload,binding_pair,source_id,op_identity,launches_256,launches_512,sched_joined_256,sched_joined_512
yolo-fastest_192_face_v4,B-frozen,75,DepthwiseConv2D|6x6x136|1x1|74,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,76,Conv2D|6x6x48|1x1|75,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,77,Conv2D|6x6x224|1x1|76,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,78,DepthwiseConv2D|6x6x224|1x1|77,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,79,Conv2D|6x6x48|1x1|78,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,80,Add|6x6x48|1x1|79,1,1,0,0
yolo-fastest_192_face_v4,B-frozen,81,Conv2D|6x6x224|1x1|80,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,82,DepthwiseConv2D|6x6x224|1x1|81,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,83,Conv2D|6x6x48|1x1|82,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,84,Add|6x6x48|1x1|83,1,1,0,0
yolo-fastest_192_face_v4,B-frozen,85,Conv2D|6x6x224|1x1|84,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,86,DepthwiseConv2D|6x6x224|1x1|85,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,87,Conv2D|6x6x48|1x1|86,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,88,Add|6x6x48|1x1|87,1,1,0,0
yolo-fastest_192_face_v4,B-frozen,89,Conv2D|6x6x224|1x1|88,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,90,DepthwiseConv2D|6x6x224|1x1|89,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,91,Conv2D|6x6x48|1x1|90,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,92,Add|6x6x48|1x1|91,1,1,0,0
yolo-fastest_192_face_v4,B-frozen,93,Conv2D|6x6x224|1x1|92,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,94,DepthwiseConv2D|6x6x224|1x1|93,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,95,Conv2D|6x6x48|1x1|94,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,96,Add|6x6x48|1x1|95,1,1,0,0
yolo-fastest_192_face_v4,B-frozen,97,MaxPool|6x6x48|1x1|96,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,98,MaxPool|6x6x48|1x1|97,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,99,MaxPool|6x6x48|1x1|98,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,100,Concat|6x6x192|1x1|99,4,4,0,0
yolo-fastest_192_face_v4,B-frozen,101,Conv2D|6x6x96|1x1|100,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,102,DepthwiseConv2D|6x6x96|1x1|101,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,103,Conv2D|6x6x96|1x1|102,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,104,DepthwiseConv2D|6x6x96|1x1|103,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,105,Conv2D|6x6x96|1x1|104,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,106,Conv2D|6x6x18|1x1|105,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,107,ResizeNearestNeighbor|12x12x96|1x1|106,1,1,0,0
yolo-fastest_192_face_v4,B-frozen,108,Concat|12x12x120|1x1|107,2,2,0,0
yolo-fastest_192_face_v4,B-frozen,109,DepthwiseConv2D|12x12x120|1x1|108,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,110,Conv2D|12x12x120|1x1|109,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,111,DepthwiseConv2D|12x12x120|1x1|110,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,112,Conv2D|12x12x120|1x1|111,1,1,1,1
yolo-fastest_192_face_v4,B-frozen,113,Conv2D|12x12x18|1x1|112,1,1,1,1
yolo-fastest_192_face_v4,B-held,2,Conv2D|96x96x8|1x1|1,1,1,1,1
yolo-fastest_192_face_v4,B-held,3,Conv2D|96x96x8|1x1|2,1,1,1,1
yolo-fastest_192_face_v4,B-held,4,DepthwiseConv2D|96x96x8|1x1|3,1,1,1,1
yolo-fastest_192_face_v4,B-held,5,Conv2D|96x96x4|1x1|4,1,1,1,1
yolo-fastest_192_face_v4,B-held,6,Conv2D|96x96x8|1x1|5,1,1,1,1
yolo-fastest_192_face_v4,B-held,7,DepthwiseConv2D|96x96x8|1x1|6,1,1,1,1
yolo-fastest_192_face_v4,B-held,8,Conv2D|96x96x4|1x1|7,1,1,1,1
yolo-fastest_192_face_v4,B-held,9,Add|96x96x4|1x1|8,1,1,1,1
yolo-fastest_192_face_v4,B-held,10,Conv2D|96x96x24|1x1|9,1,1,1,1
yolo-fastest_192_face_v4,B-held,12,DepthwiseConv2D|48x48x24|1x1|11,1,1,1,1
yolo-fastest_192_face_v4,B-held,13,Conv2D|48x48x8|1x1|12,1,1,1,1
yolo-fastest_192_face_v4,B-held,14,Conv2D|48x48x32|1x1|13,1,1,1,1
yolo-fastest_192_face_v4,B-held,15,DepthwiseConv2D|48x48x32|1x1|14,1,1,1,1
yolo-fastest_192_face_v4,B-held,16,Conv2D|48x48x8|1x1|15,1,1,1,1
yolo-fastest_192_face_v4,B-held,17,Add|48x48x8|1x1|16,1,1,0,0
yolo-fastest_192_face_v4,B-held,18,Conv2D|48x48x32|1x1|17,1,1,1,1
yolo-fastest_192_face_v4,B-held,19,DepthwiseConv2D|48x48x32|1x1|18,1,1,1,1
yolo-fastest_192_face_v4,B-held,20,Conv2D|48x48x8|1x1|19,1,1,1,1
yolo-fastest_192_face_v4,B-held,21,Add|48x48x8|1x1|20,1,1,0,0
yolo-fastest_192_face_v4,B-held,22,Conv2D|48x48x32|1x1|21,1,1,1,1
yolo-fastest_192_face_v4,B-held,24,DepthwiseConv2D|24x24x32|1x1|23,1,1,1,1
yolo-fastest_192_face_v4,B-held,25,Conv2D|24x24x8|1x1|24,1,1,1,1
yolo-fastest_192_face_v4,B-held,26,Conv2D|24x24x48|1x1|25,1,1,1,1
yolo-fastest_192_face_v4,B-held,27,DepthwiseConv2D|24x24x48|1x1|26,1,1,1,1
yolo-fastest_192_face_v4,B-held,28,Conv2D|24x24x8|1x1|27,1,1,1,1
yolo-fastest_192_face_v4,B-held,29,Add|24x24x8|1x1|28,1,1,0,0
yolo-fastest_192_face_v4,B-held,30,Conv2D|24x24x48|1x1|29,1,1,1,1
yolo-fastest_192_face_v4,B-held,31,DepthwiseConv2D|24x24x48|1x1|30,1,1,1,1
yolo-fastest_192_face_v4,B-held,32,Conv2D|24x24x8|1x1|31,1,1,1,1
yolo-fastest_192_face_v4,B-held,33,Add|24x24x8|1x1|32,1,1,0,0
yolo-fastest_192_face_v4,B-held,34,Conv2D|24x24x48|1x1|33,1,1,1,1
yolo-fastest_192_face_v4,B-held,35,DepthwiseConv2D|24x24x48|1x1|34,1,1,1,1
yolo-fastest_192_face_v4,B-held,36,Conv2D|24x24x16|1x1|35,1,1,1,1
yolo-fastest_192_face_v4,B-held,37,Conv2D|24x24x96|1x1|36,1,1,1,1
yolo-fastest_192_face_v4,B-held,38,DepthwiseConv2D|24x24x96|1x1|37,1,1,1,1
yolo-fastest_192_face_v4,B-held,39,Conv2D|24x24x16|1x1|38,1,1,1,1
yolo-fastest_192_face_v4,B-held,40,Add|24x24x16|1x1|39,1,1,0,0
yolo-fastest_192_face_v4,B-held,41,Conv2D|24x24x96|1x1|40,1,1,1,1
yolo-fastest_192_face_v4,B-held,42,DepthwiseConv2D|24x24x96|1x1|41,1,1,1,1
yolo-fastest_192_face_v4,B-held,43,Conv2D|24x24x16|1x1|42,1,1,1,1
yolo-fastest_192_face_v4,B-held,44,Add|24x24x16|1x1|43,1,1,0,0
yolo-fastest_192_face_v4,B-held,45,Conv2D|24x24x96|1x1|44,1,1,1,1
yolo-fastest_192_face_v4,B-held,46,DepthwiseConv2D|24x24x96|1x1|45,1,1,1,1
yolo-fastest_192_face_v4,B-held,47,Conv2D|24x24x16|1x1|46,1,1,1,1
yolo-fastest_192_face_v4,B-held,48,Add|24x24x16|1x1|47,1,1,0,0
yolo-fastest_192_face_v4,B-held,49,Conv2D|24x24x96|1x1|48,1,1,1,1
yolo-fastest_192_face_v4,B-held,50,DepthwiseConv2D|24x24x96|1x1|49,1,1,1,1
yolo-fastest_192_face_v4,B-held,51,Conv2D|24x24x16|1x1|50,1,1,1,1
yolo-fastest_192_face_v4,B-held,52,Add|24x24x16|1x1|51,1,1,0,0
yolo-fastest_192_face_v4,B-held,53,Conv2D|24x24x96|1x1|52,1,1,1,1
yolo-fastest_192_face_v4,B-held,55,DepthwiseConv2D|12x12x96|1x1|54,1,1,1,1
yolo-fastest_192_face_v4,B-held,56,Conv2D|12x12x24|1x1|55,1,1,1,1
yolo-fastest_192_face_v4,B-held,57,Conv2D|12x12x136|1x1|56,2,2,1,1
yolo-fastest_192_face_v4,B-held,58,DepthwiseConv2D|12x12x136|1x1|57,1,1,1,1
yolo-fastest_192_face_v4,B-held,59,Conv2D|12x12x24|1x1|58,1,1,1,1
yolo-fastest_192_face_v4,B-held,60,Add|12x12x24|1x1|59,1,1,0,0
yolo-fastest_192_face_v4,B-held,61,Conv2D|12x12x136|1x1|60,1,2,1,1
yolo-fastest_192_face_v4,B-held,62,DepthwiseConv2D|12x12x136|1x1|61,1,1,1,1
yolo-fastest_192_face_v4,B-held,63,Conv2D|12x12x24|1x1|62,1,1,1,1
yolo-fastest_192_face_v4,B-held,64,Add|12x12x24|1x1|63,1,1,0,0
yolo-fastest_192_face_v4,B-held,65,Conv2D|12x12x136|1x1|64,1,2,1,1
yolo-fastest_192_face_v4,B-held,66,DepthwiseConv2D|12x12x136|1x1|65,1,1,1,1
yolo-fastest_192_face_v4,B-held,67,Conv2D|12x12x24|1x1|66,1,1,1,1
yolo-fastest_192_face_v4,B-held,68,Add|12x12x24|1x1|67,1,1,0,0
yolo-fastest_192_face_v4,B-held,69,Conv2D|12x12x136|1x1|68,1,2,1,1
yolo-fastest_192_face_v4,B-held,70,DepthwiseConv2D|12x12x136|1x1|69,1,1,1,1
yolo-fastest_192_face_v4,B-held,71,Conv2D|12x12x24|1x1|70,1,1,1,1
yolo-fastest_192_face_v4,B-held,72,Add|12x12x24|1x1|71,1,1,0,0
yolo-fastest_192_face_v4,B-held,73,Conv2D|12x12x136|1x1|72,2,2,1,1
yolo-fastest_192_face_v4,B-held,75,DepthwiseConv2D|6x6x136|1x1|74,1,1,1,1
yolo-fastest_192_face_v4,B-held,76,Conv2D|6x6x48|1x1|75,1,1,1,1
yolo-fastest_192_face_v4,B-held,77,Conv2D|6x6x224|1x1|76,1,1,1,1
yolo-fastest_192_face_v4,B-held,78,DepthwiseConv2D|6x6x224|1x1|77,1,1,1,1
yolo-fastest_192_face_v4,B-held,79,Conv2D|6x6x48|1x1|78,1,1,1,1
yolo-fastest_192_face_v4,B-held,80,Add|6x6x48|1x1|79,1,1,0,0
yolo-fastest_192_face_v4,B-held,81,Conv2D|6x6x224|1x1|80,1,1,1,1
yolo-fastest_192_face_v4,B-held,82,DepthwiseConv2D|6x6x224|1x1|81,1,1,1,1
yolo-fastest_192_face_v4,B-held,83,Conv2D|6x6x48|1x1|82,1,1,1,1
yolo-fastest_192_face_v4,B-held,84,Add|6x6x48|1x1|83,1,1,0,0
yolo-fastest_192_face_v4,B-held,85,Conv2D|6x6x224|1x1|84,1,1,1,1
yolo-fastest_192_face_v4,B-held,86,DepthwiseConv2D|6x6x224|1x1|85,1,1,1,1
yolo-fastest_192_face_v4,B-held,87,Conv2D|6x6x48|1x1|86,1,1,1,1
yolo-fastest_192_face_v4,B-held,88,Add|6x6x48|1x1|87,1,1,0,0
yolo-fastest_192_face_v4,B-held,89,Conv2D|6x6x224|1x1|88,1,1,1,1
yolo-fastest_192_face_v4,B-held,90,DepthwiseConv2D|6x6x224|1x1|89,1,1,1,1
yolo-fastest_192_face_v4,B-held,91,Conv2D|6x6x48|1x1|90,1,1,1,1
yolo-fastest_192_face_v4,B-held,92,Add|6x6x48|1x1|91,1,1,0,0
yolo-fastest_192_face_v4,B-held,93,Conv2D|6x6x224|1x1|92,1,1,1,1
yolo-fastest_192_face_v4,B-held,94,DepthwiseConv2D|6x6x224|1x1|93,1,1,1,1
yolo-fastest_192_face_v4,B-held,95,Conv2D|6x6x48|1x1|94,1,1,1,1
yolo-fastest_192_face_v4,B-held,96,Add|6x6x48|1x1|95,1,1,0,0
yolo-fastest_192_face_v4,B-held,97,MaxPool|6x6x48|1x1|96,1,1,1,1
yolo-fastest_192_face_v4,B-held,98,MaxPool|6x6x48|1x1|97,1,1,1,1
yolo-fastest_192_face_v4,B-held,99,MaxPool|6x6x48|1x1|98,1,1,1,1
yolo-fastest_192_face_v4,B-held,100,Concat|6x6x192|1x1|99,4,4,0,0
yolo-fastest_192_face_v4,B-held,101,Conv2D|6x6x96|1x1|100,1,1,1,1
yolo-fastest_192_face_v4,B-held,102,DepthwiseConv2D|6x6x96|1x1|101,1,1,1,1
yolo-fastest_192_face_v4,B-held,103,Conv2D|6x6x96|1x1|102,1,1,1,1
yolo-fastest_192_face_v4,B-held,104,DepthwiseConv2D|6x6x96|1x1|103,1,1,1,1
yolo-fastest_192_face_v4,B-held,105,Conv2D|6x6x96|1x1|104,1,1,1,1
yolo-fastest_192_face_v4,B-held,106,Conv2D|6x6x18|1x1|105,1,1,1,1
yolo-fastest_192_face_v4,B-held,107,ResizeNearestNeighbor|12x12x96|1x1|106,1,1,0,0
yolo-fastest_192_face_v4,B-held,108,Concat|12x12x120|1x1|107,2,2,0,0
yolo-fastest_192_face_v4,B-held,109,DepthwiseConv2D|12x12x120|1x1|108,1,1,1,1
yolo-fastest_192_face_v4,B-held,110,Conv2D|12x12x120|1x1|109,1,1,1,1
yolo-fastest_192_face_v4,B-held,111,DepthwiseConv2D|12x12x120|1x1|110,1,1,1,1
yolo-fastest_192_face_v4,B-held,112,Conv2D|12x12x120|1x1|111,1,1,1,1
yolo-fastest_192_face_v4,B-held,113,Conv2D|12x12x18|1x1|112,1,1,1,1
kws_micronet_m,B-frozen,1,Conv2D|10x49x140|1x1|0,2,2,1,1
kws_micronet_m,B-frozen,2,DepthwiseConv2D|5x25x140|1x1|1,1,1,1,1
kws_micronet_m,B-frozen,3,Conv2D|5x25x140|1x1|2,1,1,1,1
kws_micronet_m,B-frozen,4,DepthwiseConv2D|5x25x140|1x1|3,1,1,1,1
kws_micronet_m,B-frozen,5,Conv2D|5x25x140|1x1|4,2,1,1,1
kws_micronet_m,B-frozen,6,DepthwiseConv2D|5x25x140|1x1|5,1,1,1,1
kws_micronet_m,B-frozen,7,Conv2D|5x25x140|1x1|6,2,1,1,1
kws_micronet_m,B-frozen,8,DepthwiseConv2D|5x25x140|1x1|7,1,1,1,1
kws_micronet_m,B-frozen,9,Conv2D|5x25x112|1x1|8,1,2,1,1
kws_micronet_m,B-frozen,10,DepthwiseConv2D|5x25x112|1x1|9,1,1,1,1
kws_micronet_m,B-frozen,11,Conv2D|5x25x196|1x1|10,2,1,1,1
kws_micronet_m,B-frozen,12,AvgPool|1x1x196|1x1|11,1,1,1,1
kws_micronet_m,B-frozen,13,Conv2D|1x1x12|1x1|12,1,1,1,1
kws_micronet_m,B-held,1,Conv2D|10x49x140|1x1|0,2,2,1,1
kws_micronet_m,B-held,2,DepthwiseConv2D|5x25x140|1x1|1,1,1,1,1
kws_micronet_m,B-held,3,Conv2D|5x25x140|1x1|2,1,2,1,1
kws_micronet_m,B-held,4,DepthwiseConv2D|5x25x140|1x1|3,1,1,1,1
kws_micronet_m,B-held,5,Conv2D|5x25x140|1x1|4,2,2,1,1
kws_micronet_m,B-held,6,DepthwiseConv2D|5x25x140|1x1|5,1,1,1,1
kws_micronet_m,B-held,7,Conv2D|5x25x140|1x1|6,2,2,1,1
kws_micronet_m,B-held,8,DepthwiseConv2D|5x25x140|1x1|7,1,1,1,1
kws_micronet_m,B-held,9,Conv2D|5x25x112|1x1|8,1,2,1,1
kws_micronet_m,B-held,10,DepthwiseConv2D|5x25x112|1x1|9,1,1,1,1
kws_micronet_m,B-held,11,Conv2D|5x25x196|1x1|10,2,2,1,1
kws_micronet_m,B-held,12,AvgPool|1x1x196|1x1|11,1,1,1,1
kws_micronet_m,B-held,13,Conv2D|1x1x12|1x1|12,1,1,1,1
ad_medium_int8,B-frozen,1,Conv2D|32x32x192|1x1|0,2,2,1,1
ad_medium_int8,B-frozen,2,DepthwiseConv2D|16x16x192|1x1|1,1,1,1,1
ad_medium_int8,B-frozen,3,Conv2D|16x16x276|1x1|2,1,2,1,1
ad_medium_int8,B-frozen,4,DepthwiseConv2D|16x16x276|1x1|3,1,1,1,1
ad_medium_int8,B-frozen,5,Conv2D|16x16x276|1x1|4,2,2,1,1
ad_medium_int8,B-frozen,6,DepthwiseConv2D|16x16x276|1x1|5,1,1,1,1
ad_medium_int8,B-frozen,7,Conv2D|16x16x276|1x1|6,2,2,1,1
ad_medium_int8,B-frozen,8,DepthwiseConv2D|8x8x276|1x1|7,1,1,1,1
ad_medium_int8,B-frozen,9,Conv2D|8x8x276|1x1|8,1,1,1,1
ad_medium_int8,B-frozen,10,DepthwiseConv2D|4x4x276|1x1|9,1,1,1,1
ad_medium_int8,B-frozen,11,Conv2D|4x4x276|1x1|10,1,1,1,1
ad_medium_int8,B-frozen,12,AvgPool|1x1x276|1x1|11,1,1,1,1
ad_medium_int8,B-frozen,13,Conv2D|1x1x8|1x1|12,1,1,1,1
ad_medium_int8,B-held,1,Conv2D|32x32x192|1x1|0,2,2,1,1
ad_medium_int8,B-held,2,DepthwiseConv2D|16x16x192|1x1|1,1,1,1,1
ad_medium_int8,B-held,3,Conv2D|16x16x276|1x1|2,1,1,1,1
ad_medium_int8,B-held,4,DepthwiseConv2D|16x16x276|1x1|3,1,1,1,1
ad_medium_int8,B-held,5,Conv2D|16x16x276|1x1|4,2,2,1,1
ad_medium_int8,B-held,6,DepthwiseConv2D|16x16x276|1x1|5,1,1,1,1
ad_medium_int8,B-held,7,Conv2D|16x16x276|1x1|6,2,2,1,1
ad_medium_int8,B-held,8,DepthwiseConv2D|8x8x276|1x1|7,1,1,1,1
ad_medium_int8,B-held,9,Conv2D|8x8x276|1x1|8,1,1,1,1
ad_medium_int8,B-held,10,DepthwiseConv2D|4x4x276|1x1|9,1,1,1,1
ad_medium_int8,B-held,11,Conv2D|4x4x276|1x1|10,1,1,1,1
ad_medium_int8,B-held,12,AvgPool|1x1x276|1x1|11,1,1,1,1
ad_medium_int8,B-held,13,Conv2D|1x1x8|1x1|12,1,1,1,1
