workload,binding_pair,source_id,op_identity,op_type,launches_256,launches_512,cycles_256,cycles_512,separable,observed_direction,tail_in_op_256,tail_in_op_512,vela_cycles_256,vela_cycles_512,ublock_256,ublock_512,block_256,block_512,stripes_256,stripes_512,cascade_256,cascade_512,UBLOCK_CHANGED,BLOCK_CONFIG_CHANGED,TILE_GEOMETRY_CHANGED,MEMORY_PLACEMENT_CHANGED,COMMAND_OR_PASS_STRUCTURE_CHANGED,active_512,sram_rd_512,sram_wr_512,ext_rd_512,ext_wr_512,active_256,sram_rd_256,sram_wr_256,ext_rd_256,ext_wr_256
rnnoise_INT8,B-held,44,Quantize|1x1x24|1x1|43,Quantize,1,1,,,0,NOT_SEPARATED,0,0,406,401,"[1, 2, 16]","[2, 2, 16]","OFM[1, 2, 32] IFM[1, 1, 2, 32]","OFM[2, 2, 32] IFM[1, 2, 2, 32]","IFM[1, 1, 1, 24] OFM[1, 1, 1, 24]","IFM[1, 1, 1, 24] OFM[1, 1, 1, 24]",0,0,1,1,0,0,0,,,,,,,,,,
rnnoise_INT8,B-held,45,Concat|1x1x114|1x1|44,Concat,3,3,,,0,NOT_SEPARATED,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,
rnnoise_INT8,B-held,47,FullyConnected|1x1x288|1x1|46,FullyConnected,1,1,,9015,0,NOT_SEPARATED,0,0,7929,7929,"[1, 4, 8]","[2, 2, 16]","OFM[1, 1, 4, 288] IFM[1, 1, 4, 64]","OFM[1, 2, 2, 288] IFM[1, 2, 2, 64]","IFM[1, 1, 1, 114] OFM[1, 1, 1, 288]","IFM[1, 1, 1, 114] OFM[1, 1, 1, 288]",0,0,1,1,0,0,0,9014,3,18,2562,0,,,,,
rnnoise_INT8,B-held,49,Add|1x1x96|1x1|48,Add,1,1,1015,,0,NOT_SEPARATED,0,0,24,12,"[1, 2, 16]","[2, 2, 16]","OFM[1, 22, 96] IFM[1, 22, 96]","OFM[2, 42, 96] IFM[2, 42, 96]","IFM[1, 1, 1, 96] OFM[1, 1, 1, 96]","IFM[1, 1, 1, 96] OFM[1, 1, 1, 96]",0,0,1,1,0,0,0,,,,,,1014,14,0,41,8
rnnoise_INT8,B-held,51,Mul|1x1x96|1x1|50,Mul,1,1,,,0,NOT_SEPARATED,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,
rnnoise_INT8,B-held,52,Sub|1x1x96|1x1|51,Sub,1,1,,,0,NOT_SEPARATED,0,0,48,24,"[1, 2, 16]","[2, 2, 16]","OFM[1, 22, 96] IFM[1, 22, 96]","OFM[2, 42, 96] IFM[2, 42, 96]","IFM[1, 1, 1, 96] OFM[1, 1, 1, 96]","IFM[1, 1, 1, 96] OFM[1, 1, 1, 96]",0,0,1,1,0,0,0,,,,,,,,,,
rnnoise_INT8,B-held,53,Add|1x1x96|1x1|52,Add,1,1,,,0,NOT_SEPARATED,0,0,48,24,"[1, 2, 16]","[2, 2, 16]","OFM[1, 22, 96] IFM[1, 22, 96]","OFM[2, 42, 96] IFM[2, 42, 96]","IFM[1, 1, 1, 96] OFM[1, 1, 1, 96]","IFM[1, 1, 1, 96] OFM[1, 1, 1, 96]",0,0,1,1,0,0,0,,,,,,,,,,
rnnoise_INT8,B-held,55,Mul|1x1x96|1x1|54,Mul,1,1,,,0,NOT_SEPARATED,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,
rnnoise_INT8,B-held,56,Add|1x1x96|1x1|55,Add,1,1,,,0,NOT_SEPARATED,0,0,24,12,"[1, 2, 16]","[2, 2, 16]","OFM[1, 22, 96] IFM[1, 22, 96]","OFM[2, 42, 96] IFM[2, 42, 96]","IFM[1, 1, 1, 96] OFM[1, 1, 1, 96]","IFM[1, 1, 1, 96] OFM[1, 1, 1, 96]",0,0,1,1,0,0,0,,,,,,,,,,
rnnoise_INT8,B-held,58,Mul|1x1x96|1x1|57,Mul,1,1,,,0,NOT_SEPARATED,0,0,48,24,"[1, 2, 16]","[2, 2, 16]","OFM[1, 22, 96] IFM[1, 22, 96]","OFM[2, 42, 96] IFM[2, 42, 96]","IFM[1, 1, 1, 96] OFM[1, 1, 1, 96]","IFM[1, 1, 1, 96] OFM[1, 1, 1, 96]",0,0,1,1,0,0,0,,,,,,,,,,
rnnoise_INT8,B-held,59,Add|1x1x96|1x1|58,Add,1,1,,,0,NOT_SEPARATED,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,
rnnoise_INT8,B-held,60,Pack|1x1x96|1x1|59,Pack,1,1,,1015,0,NOT_SEPARATED,0,0,,,,,,,,,,,,,,,0,1014,0,0,53,6,,,,,
rnnoise_INT8,B-held,62,FullyConnected|1x1x22|1x1|61,FullyConnected,1,1,1030,1030,1,SAME,1,1,782,795,"[1, 4, 8]","[2, 2, 16]","OFM[1, 1, 4, 24] IFM[1, 1, 4, 64]","OFM[1, 2, 2, 32] IFM[1, 2, 2, 64]","IFM[1, 1, 1, 96] OFM[1, 1, 1, 22]","IFM[1, 1, 1, 96] OFM[1, 1, 1, 22]",0,0,1,1,0,0,0,,,,,,,,,,
rnnoise_INT8,B-held,65,Reshape|1x1x24|1x1|64,Reshape,1,1,,,0,NOT_SEPARATED,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,
rnnoise_INT8,B-held,66,FullyConnected|1x1x1|1x1|65,FullyConnected,1,1,1015,2015,1,REGRESS,0,0,405,424,"[1, 4, 8]","[2, 2, 16]","OFM[1, 1, 4, 16] IFM[1, 1, 4, 64]","OFM[1, 2, 2, 16] IFM[1, 2, 2, 64]","IFM[1, 1, 1, 24] OFM[1, 1, 1, 1]","IFM[1, 1, 1, 24] OFM[1, 1, 1, 1]",0,0,1,1,0,0,0,2014,3,2,306,1,1014,3,1,152,1
vww4_128_128_INT8,B-frozen,1,Conv2D|64x64x8|1x1|0,Conv2D,1,1,20055,21055,1,REGRESS,0,0,19988,16723,"[1, 4, 8]","[2, 2, 16]","OFM[1, 6, 16, 16] IFM[1, 13, 36, 16]","OFM[1, 10, 10, 16] IFM[1, 22, 22, 16]","IFM[1, 128, 128, 1] OFM[1, 64, 64, 8]","IFM[1, 128, 128, 1] OFM[1, 64, 64, 8]",0,0,1,1,0,0,0,21007,1537,4144,1981,0,20007,2079,4311,1621,0
vww4_128_128_INT8,B-frozen,2,Conv2D|64x64x4|1x1|1,Conv2D,2,2,,,0,NOT_SEPARATED,0,0,13926,8440,"[1, 4, 8]","[2, 2, 16]","OFM[1, 2, 64, 16] IFM[1, 2, 64, 16]","OFM[1, 4, 64, 16] IFM[1, 4, 64, 16]","IFM[1, 64, 64, 8] OFM[1, 64, 64, 4]","IFM[1, 64, 64, 8] OFM[1, 64, 64, 4]",0,0,1,1,0,0,0,,,,,,,,,,
vww4_128_128_INT8,B-frozen,3,DepthwiseConv2D|64x64x4|1x1|2,DepthwiseConv2D,2,2,23030,11030,1,IMPROVE,0,0,25830,13605,"[1, 2, 16]","[2, 2, 16]","OFM[16, 16, 16] IFM[1, 18, 18, 16]","OFM[22, 22, 16] IFM[1, 24, 24, 16]","IFM[1, 64, 64, 4] OFM[1, 64, 64, 4]","IFM[1, 64, 64, 4] OFM[1, 64, 64, 4]",0,0,1,1,0,0,0,11028,2133,2096,63,0,23028,2703,2084,56,0
vww4_128_128_INT8,B-frozen,4,Conv2D|64x64x4|1x1|3,Conv2D,1,1,5015,7015,1,REGRESS,0,0,13365,8079,"[1, 4, 8]","[2, 2, 16]","OFM[1, 2, 64, 16] IFM[1, 2, 64, 16]","OFM[1, 4, 64, 16] IFM[1, 4, 64, 16]","IFM[1, 64, 64, 4] OFM[1, 64, 64, 4]","IFM[1, 64, 64, 4] OFM[1, 64, 64, 4]",0,0,1,1,0,0,0,7014,2839,4458,28,0,5014,2489,4497,34,0
vww4_128_128_INT8,B-frozen,5,Conv2D|64x64x8|1x1|4,Conv2D,1,1,8015,6015,1,IMPROVE,0,0,11038,6447,"[1, 4, 8]","[2, 2, 16]","OFM[1, 2, 64, 16] IFM[1, 2, 64, 16]","OFM[1, 4, 64, 16] IFM[1, 4, 64, 16]","IFM[1, 64, 64, 4] OFM[1, 64, 64, 8]","IFM[1, 64, 64, 4] OFM[1, 64, 64, 8]",0,0,1,1,0,0,0,6014,4782,4119,50,0,8014,5091,3943,35,0
vww4_128_128_INT8,B-frozen,6,DepthwiseConv2D|32x32x8|1x1|5,DepthwiseConv2D,1,1,,,0,NOT_SEPARATED,0,0,7002,3643,"[1, 2, 16]","[2, 2, 16]","OFM[16, 12, 16] IFM[1, 34, 26, 16]","OFM[14, 12, 16] IFM[1, 30, 26, 16]","IFM[1, 64, 64, 8] OFM[1, 32, 32, 8]","IFM[1, 64, 64, 8] OFM[1, 32, 32, 8]",0,0,1,1,0,0,0,,,,,,,,,,
vww4_128_128_INT8,B-frozen,7,Conv2D|32x32x12|1x1|6,Conv2D,1,1,4015,2015,1,IMPROVE,0,0,3892,2270,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 32, 16] IFM[1, 4, 32, 16]","OFM[1, 8, 32, 16] IFM[1, 8, 32, 16]","IFM[1, 32, 32, 8] OFM[1, 32, 32, 12]","IFM[1, 32, 32, 8] OFM[1, 32, 32, 12]",0,0,1,1,0,0,0,2014,1372,1029,35,0,4014,1483,1170,33,0
vww4_128_128_INT8,B-frozen,8,Conv2D|32x32x14|1x1|7,Conv2D,1,1,,,0,NOT_SEPARATED,0,0,4842,2830,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 32, 16] IFM[1, 4, 32, 16]","OFM[1, 8, 32, 16] IFM[1, 8, 32, 16]","IFM[1, 32, 32, 12] OFM[1, 32, 32, 14]","IFM[1, 32, 32, 12] OFM[1, 32, 32, 14]",0,0,1,1,0,0,0,,,,,,,,,,
vww4_128_128_INT8,B-frozen,9,DepthwiseConv2D|32x32x14|1x1|8,DepthwiseConv2D,1,1,4015,2015,1,IMPROVE,0,0,7209,4137,"[1, 2, 16]","[2, 2, 16]","OFM[16, 16, 16] IFM[1, 18, 18, 16]","OFM[30, 16, 16] IFM[1, 32, 18, 16]","IFM[1, 32, 32, 14] OFM[1, 32, 32, 14]","IFM[1, 32, 32, 14] OFM[1, 32, 32, 14]",0,0,1,1,0,0,0,2014,854,862,0,0,4014,762,948,4,0
vww4_128_128_INT8,B-frozen,10,Conv2D|32x32x16|1x1|9,Conv2D,1,1,5015,3015,1,IMPROVE,0,0,5141,3016,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 32, 16] IFM[1, 4, 32, 16]","OFM[1, 8, 32, 16] IFM[1, 8, 32, 16]","IFM[1, 32, 32, 14] OFM[1, 32, 32, 16]","IFM[1, 32, 32, 14] OFM[1, 32, 32, 16]",0,0,1,1,0,0,0,3014,1279,1234,8,0,5014,1023,1273,4,0
vww4_128_128_INT8,B-frozen,11,Pad|32x32x16|1x1|10,Pad,2,2,6030,8030,1,REGRESS,0,0,,,,,,,,,,,,,,,0,8028,1231,2085,376,0,6028,1104,1951,440,0
vww4_128_128_INT8,B-frozen,12,Add|32x32x16|1x1|11,Add,1,1,4015,2015,1,IMPROVE,0,0,4096,2048,"[1, 2, 16]","[2, 2, 16]","OFM[32, 128, 16] IFM[32, 128, 16]","OFM[32, 256, 16] IFM[32, 256, 16]","IFM[1, 32, 32, 16] OFM[1, 32, 32, 16]","IFM[1, 32, 32, 16] OFM[1, 32, 32, 16]",0,0,1,1,0,0,0,2014,1834,821,0,0,4014,1912,954,50,0
vww4_128_128_INT8,B-frozen,13,Conv2D|32x32x28|1x1|12,Conv2D,1,1,,,0,NOT_SEPARATED,0,0,9295,5122,"[1, 4, 8]","[2, 2, 16]","OFM[1, 2, 32, 32] IFM[1, 2, 32, 16]","OFM[1, 4, 32, 32] IFM[1, 4, 32, 16]","IFM[1, 32, 32, 16] OFM[1, 32, 32, 28]","IFM[1, 32, 32, 16] OFM[1, 32, 32, 28]",0,0,1,1,0,0,0,,,,,,,,,,
vww4_128_128_INT8,B-frozen,14,DepthwiseConv2D|16x16x28|1x1|13,DepthwiseConv2D,1,1,3015,3015,1,SAME,0,0,4413,2980,"[1, 2, 16]","[2, 2, 16]","OFM[25, 8, 16] IFM[1, 52, 18, 16]","OFM[24, 8, 16] IFM[1, 50, 18, 16]","IFM[1, 32, 32, 28] OFM[1, 16, 16, 28]","IFM[1, 32, 32, 28] OFM[1, 16, 16, 28]",0,0,1,1,0,0,0,3014,1841,752,235,0,3014,2355,840,255,0
vww4_128_128_INT8,B-frozen,15,Conv2D|16x16x32|1x1|14,Conv2D,1,1,,,0,NOT_SEPARATED,0,0,4798,2790,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 16, 32] IFM[1, 4, 16, 16]","OFM[1, 16, 16, 16] IFM[1, 16, 16, 16]","IFM[1, 16, 16, 28] OFM[1, 16, 16, 32]","IFM[1, 16, 16, 28] OFM[1, 16, 16, 32]",0,0,1,1,0,0,0,,,,,,,,,,
vww4_128_128_INT8,B-frozen,16,Conv2D|16x16x96|1x1|15,Conv2D,1,1,7015,5015,1,IMPROVE,0,0,12990,8268,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 16, 32] IFM[1, 4, 16, 16]","OFM[1, 4, 16, 48] IFM[1, 4, 16, 16]","IFM[1, 16, 16, 32] OFM[1, 16, 16, 96]","IFM[1, 16, 16, 32] OFM[1, 16, 16, 96]",0,0,1,1,0,0,0,5014,3056,1772,116,0,7014,2438,1819,339,0
vww4_128_128_INT8,B-frozen,17,DepthwiseConv2D|16x16x96|1x1|16,DepthwiseConv2D,1,1,6015,3015,1,IMPROVE,0,0,10316,5776,"[1, 2, 16]","[2, 2, 16]","OFM[16, 16, 16] IFM[1, 18, 18, 16]","OFM[16, 16, 32] IFM[1, 18, 18, 32]","IFM[1, 16, 16, 96] OFM[1, 16, 16, 96]","IFM[1, 16, 16, 96] OFM[1, 16, 16, 96]",0,0,1,1,0,0,0,3014,918,1301,247,0,6014,1157,1392,17,0
vww4_128_128_INT8,B-frozen,18,Conv2D|16x16x28|1x1|17,Conv2D,1,1,4015,3015,1,IMPROVE,0,0,4872,2873,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 16, 32] IFM[1, 4, 16, 64]","OFM[1, 8, 16, 32] IFM[1, 8, 16, 64]","IFM[1, 16, 16, 96] OFM[1, 16, 16, 28]","IFM[1, 16, 16, 96] OFM[1, 16, 16, 28]",0,0,1,1,0,0,0,3014,1499,840,227,0,4014,2062,746,4,0
vww4_128_128_INT8,B-frozen,19,Pad|16x16x32|1x1|18,Pad,2,2,3030,2030,1,IMPROVE,0,0,,,,,,,,,,,,,,,0,2028,124,582,209,0,3028,416,819,332,0
vww4_128_128_INT8,B-frozen,20,Add|16x16x32|1x1|19,Add,1,1,2015,2015,1,SAME,0,0,2048,1024,"[1, 2, 16]","[2, 2, 16]","OFM[16, 64, 32] IFM[16, 64, 32]","OFM[16, 128, 32] IFM[16, 128, 32]","IFM[1, 16, 16, 32] OFM[1, 16, 16, 32]","IFM[1, 16, 16, 32] OFM[1, 16, 16, 32]",0,0,1,1,0,0,0,2014,1259,712,244,0,2014,1039,564,120,0
vww4_128_128_INT8,B-frozen,21,Conv2D|16x16x96|1x1|20,Conv2D,2,2,8030,4030,1,IMPROVE,0,0,12990,8268,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 16, 32] IFM[1, 4, 16, 16]","OFM[1, 4, 16, 48] IFM[1, 4, 16, 16]","IFM[1, 16, 16, 32] OFM[1, 16, 16, 96]","IFM[1, 16, 16, 32] OFM[1, 16, 16, 96]",0,0,1,1,0,0,0,4028,3160,1705,116,0,8028,3241,1883,347,0
vww4_128_128_INT8,B-frozen,22,DepthwiseConv2D|16x16x96|1x1|21,DepthwiseConv2D,1,1,7015,4015,1,IMPROVE,0,0,10316,5776,"[1, 2, 16]","[2, 2, 16]","OFM[16, 16, 16] IFM[1, 18, 18, 16]","OFM[16, 16, 32] IFM[1, 18, 18, 32]","IFM[1, 16, 16, 96] OFM[1, 16, 16, 96]","IFM[1, 16, 16, 96] OFM[1, 16, 16, 96]",0,0,1,1,0,0,0,4014,1823,1588,321,0,7014,1480,1440,17,0
vww4_128_128_INT8,B-frozen,23,Conv2D|16x16x28|1x1|22,Conv2D,1,1,3015,2015,1,IMPROVE,0,0,4872,2873,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 16, 32] IFM[1, 4, 16, 64]","OFM[1, 8, 16, 32] IFM[1, 8, 16, 64]","IFM[1, 16, 16, 96] OFM[1, 16, 16, 28]","IFM[1, 16, 16, 96] OFM[1, 16, 16, 28]",0,0,1,1,0,0,0,2014,610,543,148,0,3014,1513,568,4,0
vww4_128_128_INT8,B-frozen,24,Pad|16x16x32|1x1|23,Pad,2,2,3030,3030,1,SAME,0,0,,,,,,,,,,,,,,,0,3028,592,1043,400,0,3028,768,1127,386,0
vww4_128_128_INT8,B-frozen,25,Add|16x16x32|1x1|24,Add,1,1,2015,1015,1,IMPROVE,0,0,2048,1024,"[1, 2, 16]","[2, 2, 16]","OFM[16, 64, 32] IFM[16, 64, 32]","OFM[16, 128, 32] IFM[16, 128, 32]","IFM[1, 16, 16, 32] OFM[1, 16, 16, 32]","IFM[1, 16, 16, 32] OFM[1, 16, 16, 32]",0,0,1,1,0,0,0,1014,525,496,256,0,2014,949,618,274,0
vww4_128_128_INT8,B-frozen,26,Conv2D|16x16x152|1x1|25,Conv2D,2,2,11030,6030,1,IMPROVE,0,0,20158,13524,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 16, 32] IFM[1, 4, 16, 16]","OFM[1, 4, 16, 64] IFM[1, 4, 16, 16]","IFM[1, 16, 16, 32] OFM[1, 16, 16, 152]","IFM[1, 16, 16, 32] OFM[1, 16, 16, 152]",0,0,1,1,0,0,0,6028,4211,2623,138,0,11028,4430,2683,260,0
vww4_128_128_INT8,B-frozen,27,DepthwiseConv2D|8x8x152|1x1|26,DepthwiseConv2D,1,1,,4015,0,NOT_SEPARATED,0,0,5262,3916,"[1, 2, 16]","[2, 2, 16]","OFM[8, 8, 32] IFM[1, 17, 18, 32]","OFM[8, 8, 32] IFM[1, 17, 18, 32]","IFM[1, 16, 16, 152] OFM[1, 8, 8, 152]","IFM[1, 16, 16, 152] OFM[1, 8, 8, 152]",0,0,1,0,0,0,0,4014,2101,624,602,0,,,,,
vww4_128_128_INT8,B-frozen,28,Conv2D|8x8x44|1x1|27,Conv2D,1,1,2015,1015,1,IMPROVE,0,0,3163,2011,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 8, 48] IFM[1, 4, 8, 64]","OFM[1, 8, 8, 48] IFM[1, 8, 8, 64]","IFM[1, 8, 8, 152] OFM[1, 8, 8, 44]","IFM[1, 8, 8, 152] OFM[1, 8, 8, 44]",0,0,1,1,0,0,0,1014,192,136,9,0,2014,874,160,157,0
vww4_128_128_INT8,B-frozen,29,Conv2D|8x8x268|1x1|28,Conv2D,1,1,5015,8015,1,REGRESS,0,0,5898,6036,"[1, 4, 8]","[2, 2, 16]","OFM[1, 8, 8, 32] IFM[1, 8, 8, 64]","OFM[1, 8, 8, 64] IFM[1, 8, 8, 64]","IFM[1, 8, 8, 44] OFM[1, 8, 8, 268]","IFM[1, 8, 8, 44] OFM[1, 8, 8, 268]",0,0,1,1,0,0,0,8014,1088,1280,1267,0,5014,1047,1664,1681,0
vww4_128_128_INT8,B-frozen,30,DepthwiseConv2D|8x8x268|1x1|29,DepthwiseConv2D,1,1,5015,6015,1,REGRESS,0,0,7778,6175,"[1, 2, 16]","[2, 2, 16]","OFM[8, 8, 64] IFM[1, 10, 10, 64]","OFM[8, 8, 64] IFM[1, 10, 10, 64]","IFM[1, 8, 8, 268] OFM[1, 8, 8, 268]","IFM[1, 8, 8, 268] OFM[1, 8, 8, 268]",0,0,1,0,0,0,0,6014,1088,997,900,0,5014,1417,1235,285,0
vww4_128_128_INT8,B-frozen,31,Conv2D|8x8x40|1x1|30,Conv2D,1,1,3015,1015,1,IMPROVE,0,0,4093,2921,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 8, 40] IFM[1, 4, 8, 64]","OFM[1, 8, 8, 48] IFM[1, 8, 8, 64]","IFM[1, 8, 8, 268] OFM[1, 8, 8, 40]","IFM[1, 8, 8, 268] OFM[1, 8, 8, 40]",0,0,1,1,0,0,0,1014,192,367,11,0,3014,1373,351,15,0
vww4_128_128_INT8,B-frozen,32,Pad|8x8x44|1x1|31,Pad,2,2,1015,2030,1,REGRESS,0,0,,,,,,,,,,,,,,,0,2028,506,244,36,0,1014,368,284,28,0
vww4_128_128_INT8,B-frozen,33,Add|8x8x44|1x1|32,Add,1,1,1015,1015,1,SAME,0,0,768,384,"[1, 2, 16]","[2, 2, 16]","OFM[8, 42, 48] IFM[8, 42, 48]","OFM[8, 86, 48] IFM[8, 86, 48]","IFM[1, 8, 8, 44] OFM[1, 8, 8, 44]","IFM[1, 8, 8, 44] OFM[1, 8, 8, 44]",0,0,1,1,0,0,0,1014,192,92,260,0,1014,322,120,176,0
vww4_128_128_INT8,B-frozen,34,Conv2D|8x8x268|1x1|33,Conv2D,1,1,6015,6015,1,SAME,0,0,5898,6036,"[1, 4, 8]","[2, 2, 16]","OFM[1, 8, 8, 32] IFM[1, 8, 8, 64]","OFM[1, 8, 8, 64] IFM[1, 8, 8, 64]","IFM[1, 8, 8, 44] OFM[1, 8, 8, 268]","IFM[1, 8, 8, 44] OFM[1, 8, 8, 268]",0,0,1,1,0,0,0,6014,986,1024,981,0,6014,1088,2112,1919,0
vww4_128_128_INT8,B-frozen,35,DepthwiseConv2D|8x8x268|1x1|34,DepthwiseConv2D,1,1,4015,8015,1,REGRESS,0,0,7778,6175,"[1, 2, 16]","[2, 2, 16]","OFM[8, 8, 64] IFM[1, 10, 10, 64]","OFM[8, 8, 64] IFM[1, 10, 10, 64]","IFM[1, 8, 8, 268] OFM[1, 8, 8, 268]","IFM[1, 8, 8, 268] OFM[1, 8, 8, 268]",0,0,1,0,0,0,0,8014,1370,1216,1162,0,4014,1282,1015,268,0
vww4_128_128_INT8,B-frozen,36,Conv2D|8x8x52|1x1|35,Conv2D,1,1,4015,1015,1,IMPROVE,0,0,5604,3795,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 8, 56] IFM[1, 4, 8, 64]","OFM[1, 8, 8, 64] IFM[1, 8, 8, 64]","IFM[1, 8, 8, 268] OFM[1, 8, 8, 52]","IFM[1, 8, 8, 268] OFM[1, 8, 8, 52]",0,0,1,1,0,0,0,1014,0,403,13,0,4014,1934,361,8,0
vww4_128_128_INT8,B-frozen,37,Pad|8x8x52|1x1|36,Pad,2,2,1015,1015,1,SAME,0,0,,,,,,,,,,,,,,,0,1014,319,210,46,0,1014,241,328,48,0
vww4_128_128_INT8,B-frozen,38,Add|8x8x52|1x1|37,Add,1,1,1015,1015,1,SAME,0,0,1024,512,"[1, 4, 8]","[2, 2, 16]","OFM[8, 32, 64] IFM[8, 32, 64]","OFM[8, 64, 64] IFM[8, 64, 64]","IFM[1, 8, 8, 52] OFM[1, 8, 8, 52]","IFM[1, 8, 8, 52] OFM[1, 8, 8, 52]",0,0,1,1,0,0,0,1014,578,160,4,0,1014,638,216,14,0
vww4_128_128_INT8,B-frozen,39,Conv2D|8x8x268|1x1|38,Conv2D,1,1,6015,8015,1,REGRESS,0,0,5931,6063,"[1, 4, 8]","[2, 2, 16]","OFM[1, 8, 8, 32] IFM[1, 8, 8, 64]","OFM[1, 8, 8, 64] IFM[1, 8, 8, 64]","IFM[1, 8, 8, 52] OFM[1, 8, 8, 268]","IFM[1, 8, 8, 52] OFM[1, 8, 8, 268]",0,0,1,1,0,0,0,8014,1088,1251,1404,0,6014,1091,1943,2048,0
vww4_128_128_INT8,B-frozen,40,DepthwiseConv2D|8x8x268|1x1|39,DepthwiseConv2D,1,1,5015,6015,1,REGRESS,0,0,7778,6175,"[1, 2, 16]","[2, 2, 16]","OFM[8, 8, 64] IFM[1, 10, 10, 64]","OFM[8, 8, 64] IFM[1, 10, 10, 64]","IFM[1, 8, 8, 268] OFM[1, 8, 8, 268]","IFM[1, 8, 8, 268] OFM[1, 8, 8, 268]",0,0,1,0,0,0,0,6014,1088,973,948,0,5014,1328,1051,282,0
vww4_128_128_INT8,B-frozen,41,Conv2D|8x8x44|1x1|40,Conv2D,1,1,4015,1015,1,IMPROVE,0,0,4837,2946,"[1, 4, 8]","[2, 2, 16]","OFM[1, 4, 8, 48] IFM[1, 4, 8, 64]","OFM[1, 8, 8, 48] IFM[1, 8, 8, 64]","IFM[1, 8, 8, 268] OFM[1, 8, 8, 44]","IFM[1, 8, 8, 268] OFM[1, 8, 8, 44]",0,0,1,1,0,0,0,1014,192,335,8,0,4014,1577,531,24,0
vww4_128_128_INT8,B-frozen,42,Pad|8x8x52|1x1|41,Pad,2,2,1015,,0,NOT_SEPARATED,0,0,,,,,,,,,,,,,,,0,,,,,,1014,601,213,32,0
vww4_128_128_INT8,B-frozen,43,Add|8x8x52|1x1|42,Add,1,1,1015,,0,NOT_SEPARATED,0,0,1024,512,"[1, 4, 8]","[2, 2, 16]","OFM[8, 32, 64] IFM[8, 32, 64]","OFM[8, 64, 64] IFM[8, 64, 64]","IFM[1, 8, 8, 52] OFM[1, 8, 8, 52]","IFM[1, 8, 8, 52] OFM[1, 8, 8, 52]",0,0,1,1,0,0,0,,,,,,1014,298,144,250,0
vww4_128_128_INT8,B-frozen,44,Conv2D|8x8x192|1x1|43,Conv2D,1,1,3015,4015,1,REGRESS,0,0,4368,4500,"[1, 4, 8]","[2, 2, 16]","OFM[1, 8, 8, 32] IFM[1, 8, 8, 64]","OFM[1, 8, 8, 64] IFM[1, 8, 8, 64]","IFM[1, 8, 8, 52] OFM[1, 8, 8, 192]","IFM[1, 8, 8, 52] OFM[1, 8, 8, 192]",0,0,1,1,0,0,0,4014,555,704,711,0,3014,652,752,742,0
vww4_128_128_INT8,B-frozen,45,DepthwiseConv2D|8x8x192|1x1|44,DepthwiseConv2D,1,1,4015,5015,1,REGRESS,0,0,5858,4612,"[1, 2, 16]","[2, 2, 16]","OFM[8, 8, 64] IFM[1, 10, 10, 64]","OFM[8, 8, 64] IFM[1, 10, 10, 64]","IFM[1, 8, 8, 192] OFM[1, 8, 8, 192]","IFM[1, 8, 8, 192] OFM[1, 8, 8, 192]",0,0,1,0,0,0,0,5014,781,768,902,0,4014,869,720,470,0
vww4_128_128_INT8,B-frozen,46,Conv2D|8x8x68|1x1|45,Conv2D,1,1,4015,2015,1,IMPROVE,0,0,4388,2857,"[1, 4, 8]","[2, 2, 16]","OFM[1, 8, 8, 32] IFM[1, 8, 8, 64]","OFM[1, 8, 8, 48] IFM[1, 8, 8, 64]","IFM[1, 8, 8, 192] OFM[1, 8, 8, 68]","IFM[1, 8, 8, 192] OFM[1, 8, 8, 68]",0,0,1,1,0,0,0,2014,490,320,301,0,4014,320,320,876,0
vww4_128_128_INT8,B-frozen,47,Conv2D|8x8x172|1x1|46,Conv2D,1,1,5015,5015,1,SAME,0,0,6436,4461,"[1, 4, 8]","[2, 2, 16]","OFM[1, 8, 8, 32] IFM[1, 8, 8, 64]","OFM[1, 8, 8, 64] IFM[1, 8, 8, 64]","IFM[1, 8, 8, 68] OFM[1, 8, 8, 172]","IFM[1, 8, 8, 68] OFM[1, 8, 8, 172]",0,0,1,1,0,0,0,5014,704,896,1046,0,5014,704,792,863,0
