accelerator_config,cpu_operator_pct,cpu_operators,mac_config,memory_mode,model,model_sha256,npu,npu_operators,output_artifact,output_sha256,platform,success,system_config,vela_args,vela_core_clock,vela_cycles_dram_access,vela_cycles_npu,vela_cycles_sram_access,vela_cycles_total,vela_dram_memory_used,vela_dram_total_bytes,vela_inference_time,vela_sram_memory_used,vela_sram_total_bytes,vela_total_npu_encoded_weights,vela_version
ethos-u55-256,0.0,0,256,Shared_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u55,91,mobilenet_v2_1.0_224_INT8_vela.tflite,43a89ba81b5c0380c826fa90e0260387877e6adb466a1d2da867445ee2b23475,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-300__ethos-u55-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,500000000.0,0,5580960,3512650,5980017,0.0,0,0.011960034,1474.21875,29421359,3270816,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u65,91,mobilenet_v2_1.0_224_INT8_vela.tflite,fc3e393dd52c29f90521f764329fbf582c303b1c6ea29fd11d14ad1d96f1406e,SSE-300,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-300__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,1000000000.0,2923946,3859582,1325507,5254157,3674.65625,10840984,0.005254157,375.21875,22457373,3267536,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u65,91,mobilenet_v2_1.0_224_INT8_vela.tflite,7c5599aa2c880e849b60f3fbda9574280c0d81f51ce6e8534857c6d7ce9fc560,SSE-300,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-300__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,1000000000.0,2938753,2623131,1331763,4419261,3671.21875,10833460,0.004419261,375.265625,22496244,3263968,5.0.0
ethos-u55-32,0.0,0,32,Shared_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u55,91,mobilenet_v2_1.0_224_INT8_vela.tflite,11507413d86c7afda68de517b52eff92d62fe996816ff5114092e848563a3048,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-32 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-310__ethos-u55-32 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,500000000.0,0,22975590,4394739,22975590,0.0,0,0.04595118,1474.21875,38601023,3263952,5.0.0
ethos-u55-64,0.0,0,64,Shared_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u55,91,mobilenet_v2_1.0_224_INT8_vela.tflite,0caf0bb0c54911071d4fc1e39024d79e1e4d094efc7054d19bede41bf363f782,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-64 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-310__ethos-u55-64 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,500000000.0,0,12378030,4405143,12381496,0.0,0,0.024762992,1474.21875,38020303,3268736,5.0.0
ethos-u55-128,0.0,0,128,Shared_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u55,91,mobilenet_v2_1.0_224_INT8_vela.tflite,621da9778b5d1410af463cecc251fcf49c12eaab24b115a7aa00f54093d808bf,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-310__ethos-u55-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,500000000.0,0,7697911,3961291,7714570,0.0,0,0.01542914,1474.21875,33837759,3270016,5.0.0
ethos-u55-256,0.0,0,256,Shared_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u55,91,mobilenet_v2_1.0_224_INT8_vela.tflite,43a89ba81b5c0380c826fa90e0260387877e6adb466a1d2da867445ee2b23475,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-310__ethos-u55-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,500000000.0,0,5580960,3512650,5980017,0.0,0,0.011960034,1474.21875,29421359,3270816,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u65,91,mobilenet_v2_1.0_224_INT8_vela.tflite,fc3e393dd52c29f90521f764329fbf582c303b1c6ea29fd11d14ad1d96f1406e,SSE-310,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-310__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,1000000000.0,2923946,3859582,1325507,5254157,3674.65625,10840984,0.005254157,375.21875,22457373,3267536,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u65,91,mobilenet_v2_1.0_224_INT8_vela.tflite,7c5599aa2c880e849b60f3fbda9574280c0d81f51ce6e8534857c6d7ce9fc560,SSE-310,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-310__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,1000000000.0,2938753,2623131,1331763,4419261,3671.21875,10833460,0.004419261,375.265625,22496244,3263968,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u65,91,mobilenet_v2_1.0_224_INT8_vela.tflite,fc3e393dd52c29f90521f764329fbf582c303b1c6ea29fd11d14ad1d96f1406e,SSE-315,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-315__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,1000000000.0,2923946,3859582,1325507,5254157,3674.65625,10840984,0.005254157,375.21875,22457373,3267536,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u65,91,mobilenet_v2_1.0_224_INT8_vela.tflite,7c5599aa2c880e849b60f3fbda9574280c0d81f51ce6e8534857c6d7ce9fc560,SSE-315,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-315__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,1000000000.0,2938753,2623131,1331763,4419261,3671.21875,10833460,0.004419261,375.265625,22496244,3263968,5.0.0
ethos-u85-128,0.0,0,128,Dedicated_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u85,69,mobilenet_v2_1.0_224_INT8_vela.tflite,a414a3eae6969abd57a279690d1c6d5c6f782eef1f8172084df6edb067a5df2e,SSE-320,True,Ethos_U85_SYS_DRAM_Low,--accelerator-config ethos-u85-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Low --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-320__ethos-u85-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,500000000.0,5768893,6423428,868812,7496379,4087.65625,9109056,0.014992758,376.578125,29964105,3351536,5.0.0
ethos-u85-256,0.0,0,256,Dedicated_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u85,69,mobilenet_v2_1.0_224_INT8_vela.tflite,0c7038277d83a302238d4926e42b5c281a83dd4891a27d804d58b57873bbced5,SSE-320,True,Ethos_U85_SYS_DRAM_Low,--accelerator-config ethos-u85-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Low --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-320__ethos-u85-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,500000000.0,4284204,3597507,788700,4896641,4087.671875,7192768,0.009793282,376.578125,26986857,3351552,5.0.0
ethos-u85-512,0.0,0,512,Dedicated_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u85,69,mobilenet_v2_1.0_224_INT8_vela.tflite,38823b6d0f0d9cfb1895c24afa8103cdfd0ebacafe52b8b8af24af82f71f1b36,SSE-320,True,Ethos_U85_SYS_DRAM_Mid_512,--accelerator-config ethos-u85-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Mid_512 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-320__ethos-u85-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,1000000000.0,2575877,2012044,685110,2898616,4098.875,7155664,0.002898616,376.8125,20477815,3363024,5.0.0
ethos-u85-1024,0.0,0,1024,Dedicated_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u85,69,mobilenet_v2_1.0_224_INT8_vela.tflite,031fade0e9b7136e2ed55a23422efbcc7aba28a32c8ebd3e043afbcc2f44bb75,SSE-320,True,Ethos_U85_SYS_DRAM_Mid_1024,--accelerator-config ethos-u85-1024 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Mid_1024 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-320__ethos-u85-1024 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,1000000000.0,2243517,1737984,650380,2358886,4107.640625,6869120,0.002358886,376.921875,19443134,3371520,5.0.0
ethos-u85-2048,0.0,0,2048,Dedicated_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u85,69,mobilenet_v2_1.0_224_INT8_vela.tflite,5666f10f9faf582d8322cf85a127ccd74f18e50a3c7ec42868ce123eb1883533,SSE-320,True,Ethos_U85_SYS_DRAM_High_2048,--accelerator-config ethos-u85-2048 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_High_2048 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-320__ethos-u85-2048 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,1000000000.0,1528086,1130755,303297,1615393,4109.875,7121104,0.001615393,376.921875,16832254,3373808,5.0.0
ethos-u55-32,0.0,0,32,Shared_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u55,38,wav2letter_pruned_int8_vela.tflite,b195f1da544527e7318d783d915e1a9b42071a35e981c36d8ab65c7896d08ee4,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-32 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-300__ethos-u55-32 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,500000000.0,0,112339024,13661064,112339561,0.0,0,0.224679122,11718.859375,115852664,13712688,5.0.0
ethos-u55-64,0.0,0,64,Shared_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u55,38,wav2letter_pruned_int8_vela.tflite,56aa35e2eee16fe6f345ed333fa96fa509e199c903defa1a1b4c3cf078d9bdbf,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-64 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-300__ethos-u55-64 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,500000000.0,0,56331746,13790742,56331746,0.0,0,0.112663492,10709.53125,115862920,13720128,5.0.0
ethos-u55-128,0.0,0,128,Shared_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u55,38,wav2letter_pruned_int8_vela.tflite,10d02ef7a701a4312496fd0391bb1bb5ca1f594a861145662948443c666a39d1,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-300__ethos-u55-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,500000000.0,0,28246674,10802515,28246674,0.0,0,0.056493348,5012.5625,89821096,13748320,5.0.0
ethos-u55-256,0.0,0,256,Shared_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u55,38,wav2letter_pruned_int8_vela.tflite,ac0debf0ceaa7d045528fe3dd619e8a26445aa0ef02eb04431294acdc761bda2,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-300__ethos-u55-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,500000000.0,0,14262700,8699493,14272806,0.0,0,0.028545612,1825.34375,70730664,13788240,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u65,38,wav2letter_pruned_int8_vela.tflite,9ed66fe10f15b4fcb65b957f526d40cf86e3d9dc14c6be838b7f6c0ac8f246d8,SSE-300,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-300__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,1000000000.0,6706216,14189906,3823105,15098431,14062.46875,25061204,0.015098431,333.078125,61444992,13743872,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u65,38,wav2letter_pruned_int8_vela.tflite,f77a6903da014b751929ee1fd1b2d87c79c8e8808fb39ff702ed798db0643398,SSE-300,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-300__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,1000000000.0,6731948,7099940,3791393,9391571,14020.203125,25252420,0.009391571,383.84375,61033084,13700464,5.0.0
ethos-u55-32,0.0,0,32,Shared_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u55,38,wav2letter_pruned_int8_vela.tflite,b195f1da544527e7318d783d915e1a9b42071a35e981c36d8ab65c7896d08ee4,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-32 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-310__ethos-u55-32 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,500000000.0,0,112339024,13661064,112339561,0.0,0,0.224679122,11718.859375,115852664,13712688,5.0.0
ethos-u55-64,0.0,0,64,Shared_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u55,38,wav2letter_pruned_int8_vela.tflite,56aa35e2eee16fe6f345ed333fa96fa509e199c903defa1a1b4c3cf078d9bdbf,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-64 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-310__ethos-u55-64 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,500000000.0,0,56331746,13790742,56331746,0.0,0,0.112663492,10709.53125,115862920,13720128,5.0.0
ethos-u55-128,0.0,0,128,Shared_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u55,38,wav2letter_pruned_int8_vela.tflite,10d02ef7a701a4312496fd0391bb1bb5ca1f594a861145662948443c666a39d1,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-310__ethos-u55-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,500000000.0,0,28246674,10802515,28246674,0.0,0,0.056493348,5012.5625,89821096,13748320,5.0.0
ethos-u55-256,0.0,0,256,Shared_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u55,38,wav2letter_pruned_int8_vela.tflite,ac0debf0ceaa7d045528fe3dd619e8a26445aa0ef02eb04431294acdc761bda2,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-310__ethos-u55-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,500000000.0,0,14262700,8699493,14272806,0.0,0,0.028545612,1825.34375,70730664,13788240,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u65,38,wav2letter_pruned_int8_vela.tflite,9ed66fe10f15b4fcb65b957f526d40cf86e3d9dc14c6be838b7f6c0ac8f246d8,SSE-310,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-310__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,1000000000.0,6706216,14189906,3823105,15098431,14062.46875,25061204,0.015098431,333.078125,61444992,13743872,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u65,38,wav2letter_pruned_int8_vela.tflite,f77a6903da014b751929ee1fd1b2d87c79c8e8808fb39ff702ed798db0643398,SSE-310,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-310__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,1000000000.0,6731948,7099940,3791393,9391571,14020.203125,25252420,0.009391571,383.84375,61033084,13700464,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u65,38,wav2letter_pruned_int8_vela.tflite,9ed66fe10f15b4fcb65b957f526d40cf86e3d9dc14c6be838b7f6c0ac8f246d8,SSE-315,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-315__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,1000000000.0,6706216,14189906,3823105,15098431,14062.46875,25061204,0.015098431,333.078125,61444992,13743872,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u65,38,wav2letter_pruned_int8_vela.tflite,f77a6903da014b751929ee1fd1b2d87c79c8e8808fb39ff702ed798db0643398,SSE-315,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-315__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,1000000000.0,6731948,7099940,3791393,9391571,14020.203125,25252420,0.009391571,383.84375,61033084,13700464,5.0.0
ethos-u85-128,0.0,0,128,Dedicated_Sram,wav2letter_pruned_int8,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,ethos-u85,27,wav2letter_pruned_int8_vela.tflite,c9b0a55854a53ebdf70cf2266f57a90140e428deb3c36ecf7d4887629c4ca34f,SSE-320,True,Ethos_U85_SYS_DRAM_Low,--accelerator-config ethos-u85-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Low --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/wav2letter_pruned_int8__SSE-320__ethos-u85-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/asr/wav2letter_pruned_int8.tflite,500000000.0,18860831,28779873,3018410,34994742,14699.921875,46289728,0.069989484,374.875,96906864,14396224,5.0.0
