accelerator_config,cpu_operator_pct,cpu_operators,mac_config,memory_mode,model,model_sha256,npu,npu_operators,output_artifact,output_sha256,platform,success,system_config,vela_args,vela_core_clock,vela_cycles_dram_access,vela_cycles_npu,vela_cycles_sram_access,vela_cycles_total,vela_dram_memory_used,vela_dram_total_bytes,vela_inference_time,vela_sram_memory_used,vela_sram_total_bytes,vela_total_npu_encoded_weights,vela_version
ethos-u85-128,0.0,0,128,Dedicated_Sram,kws_micronet_m,c1feed3af5dac44de7477fb4161670ba18a3fc06039e4a14da41b1c4dd454cb4,ethos-u85,13,kws_micronet_m_vela.tflite,0cbdc135d3bb3cc66312b3fb94621c0b4f79c7f36f51bfa1d74ade5131a79df9,SSE-320,True,Ethos_U85_SYS_DRAM_Low,--accelerator-config ethos-u85-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Low --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/kws_micronet_m__SSE-320__ethos-u85-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/kws/kws_micronet_m.tflite,500000000.0,176196,397330,48329,397650,137.984375,312272,0.0007953,108.484375,1699952,124800,5.0.0
ethos-u85-256,0.0,0,256,Dedicated_Sram,kws_micronet_m,c1feed3af5dac44de7477fb4161670ba18a3fc06039e4a14da41b1c4dd454cb4,ethos-u85,13,kws_micronet_m_vela.tflite,7d1431a8bc9cd5ec3735e9c1f8c91cd8d1e4496286147ee5a1adec1acd72ce92,SSE-320,True,Ethos_U85_SYS_DRAM_Low,--accelerator-config ethos-u85-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Low --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/kws_micronet_m__SSE-320__ethos-u85-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/kws/kws_micronet_m.tflite,500000000.0,111546,217245,46451,217565,137.984375,284896,0.00043513,108.484375,1616992,124800,5.0.0
ethos-u85-512,0.0,0,512,Dedicated_Sram,kws_micronet_m,c1feed3af5dac44de7477fb4161670ba18a3fc06039e4a14da41b1c4dd454cb4,ethos-u85,13,kws_micronet_m_vela.tflite,af461b1ee988ee39f778a962366042bb0f63e1c1f2a5dd47b231800847bcd3a0,SSE-320,True,Ethos_U85_SYS_DRAM_Mid_512,--accelerator-config ethos-u85-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Mid_512 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/kws_micronet_m__SSE-320__ethos-u85-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/kws/kws_micronet_m.tflite,1000000000.0,98843,121753,33454,123525,139.171875,375392,0.000123525,86.484375,925872,126016,5.0.0
ethos-u85-1024,0.0,0,1024,Dedicated_Sram,kws_micronet_m,c1feed3af5dac44de7477fb4161670ba18a3fc06039e4a14da41b1c4dd454cb4,ethos-u85,13,kws_micronet_m_vela.tflite,f9575c36651efe0dc3798135f4bc8f9e3fd3614a75f7ad16377994616d18a069,SSE-320,True,Ethos_U85_SYS_DRAM_Mid_1024,--accelerator-config ethos-u85-1024 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Mid_1024 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/kws_micronet_m__SSE-320__ethos-u85-1024 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/kws/kws_micronet_m.tflite,1000000000.0,83588,86324,36854,102248,142.796875,319792,0.000102248,89.453125,1007632,128608,5.0.0
ethos-u85-2048,0.0,0,2048,Dedicated_Sram,kws_micronet_m,c1feed3af5dac44de7477fb4161670ba18a3fc06039e4a14da41b1c4dd454cb4,ethos-u85,13,kws_micronet_m_vela.tflite,ad756be0f88116bdbcacf23eaf95d3e9d6ad0b4b71205b3c0f58ba514252003d,SSE-320,True,Ethos_U85_SYS_DRAM_High_2048,--accelerator-config ethos-u85-2048 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_High_2048 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/kws_micronet_m__SSE-320__ethos-u85-2048 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/kws/kws_micronet_m.tflite,1000000000.0,55071,59216,12733,64848,147.328125,222952,6.4848e-05,86.484375,682464,131808,5.0.0
ethos-u55-32,0.0,0,32,Shared_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u55,13,ad_medium_int8_vela.tflite,feb375c21683114ff27cb6572e7749679110cc7558dbb0ed0cac7a44931aa19f,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-32 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-300__ethos-u55-32 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,500000000.0,0,3195962,618569,3195962,0.0,0,0.006391924,298.328125,5424928,414592,5.0.0
ethos-u55-64,0.0,0,64,Shared_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u55,13,ad_medium_int8_vela.tflite,b6c5e8d4b57cb6ab2da50515827b457491c902755cf8208e6b80fb09b6273480,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-64 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-300__ethos-u55-64 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,500000000.0,0,1666492,623592,1666492,0.0,0,0.003332984,298.984375,5434864,416064,5.0.0
ethos-u55-128,0.0,0,128,Shared_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u55,13,ad_medium_int8_vela.tflite,1e7e4a459f8558ab58f27b37518d93c9a04c3661567357377d96458d6dc5942e,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-300__ethos-u55-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,500000000.0,0,917411,583573,917411,0.0,0,0.001834822,300.65625,4952272,417984,5.0.0
ethos-u55-256,0.0,0,256,Shared_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u55,13,ad_medium_int8_vela.tflite,55604afab6a7778a3186bc4b2ecd0726fec4239bbaeb812d7d9ed52b4a89eded,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-300__ethos-u55-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,500000000.0,0,558039,478633,641355,0.0,0,0.00128271,284.921875,4013872,417136,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u65,13,ad_medium_int8_vela.tflite,a18115c749b13ab554dc75239523f7a3ea56650fd4f3990ffde2573702cdfe57,SSE-300,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-300__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,1000000000.0,132902,420441,203572,433543,435.25,693568,0.000433543,298.984375,3563936,415840,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u65,13,ad_medium_int8_vela.tflite,6af7fcec9a9518d706acf4c4705a4ed2aedcfb4ccfcd192da8e449e3244a4659,SSE-300,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-300__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,1000000000.0,139312,236276,206650,312887,443.125,701632,0.000312887,304.859375,3597744,423744,5.0.0
ethos-u55-32,0.0,0,32,Shared_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u55,13,ad_medium_int8_vela.tflite,feb375c21683114ff27cb6572e7749679110cc7558dbb0ed0cac7a44931aa19f,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-32 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-310__ethos-u55-32 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,500000000.0,0,3195962,618569,3195962,0.0,0,0.006391924,298.328125,5424928,414592,5.0.0
ethos-u55-64,0.0,0,64,Shared_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u55,13,ad_medium_int8_vela.tflite,b6c5e8d4b57cb6ab2da50515827b457491c902755cf8208e6b80fb09b6273480,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-64 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-310__ethos-u55-64 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,500000000.0,0,1666492,623592,1666492,0.0,0,0.003332984,298.984375,5434864,416064,5.0.0
ethos-u55-128,0.0,0,128,Shared_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u55,13,ad_medium_int8_vela.tflite,1e7e4a459f8558ab58f27b37518d93c9a04c3661567357377d96458d6dc5942e,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-310__ethos-u55-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,500000000.0,0,917411,583573,917411,0.0,0,0.001834822,300.65625,4952272,417984,5.0.0
ethos-u55-256,0.0,0,256,Shared_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u55,13,ad_medium_int8_vela.tflite,55604afab6a7778a3186bc4b2ecd0726fec4239bbaeb812d7d9ed52b4a89eded,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-310__ethos-u55-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,500000000.0,0,558039,478633,641355,0.0,0,0.00128271,284.921875,4013872,417136,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u65,13,ad_medium_int8_vela.tflite,a18115c749b13ab554dc75239523f7a3ea56650fd4f3990ffde2573702cdfe57,SSE-310,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-310__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,1000000000.0,132902,420441,203572,433543,435.25,693568,0.000433543,298.984375,3563936,415840,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u65,13,ad_medium_int8_vela.tflite,6af7fcec9a9518d706acf4c4705a4ed2aedcfb4ccfcd192da8e449e3244a4659,SSE-310,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-310__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,1000000000.0,139312,236276,206650,312887,443.125,701632,0.000312887,304.859375,3597744,423744,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u65,13,ad_medium_int8_vela.tflite,a18115c749b13ab554dc75239523f7a3ea56650fd4f3990ffde2573702cdfe57,SSE-315,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-315__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,1000000000.0,132902,420441,203572,433543,435.25,693568,0.000433543,298.984375,3563936,415840,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u65,13,ad_medium_int8_vela.tflite,6af7fcec9a9518d706acf4c4705a4ed2aedcfb4ccfcd192da8e449e3244a4659,SSE-315,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-315__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,1000000000.0,139312,236276,206650,312887,443.125,701632,0.000312887,304.859375,3597744,423744,5.0.0
ethos-u85-128,0.0,0,128,Dedicated_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u85,13,ad_medium_int8_vela.tflite,ab971c1f460ada733129085b61b08292352ba1946f87b7e8507a4052c2df6c20,SSE-320,True,Ethos_U85_SYS_DRAM_Low,--accelerator-config ethos-u85-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Low --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-320__ethos-u85-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,500000000.0,420246,838070,166974,860712,441.203125,700112,0.001721424,299.0625,5727552,420848,5.0.0
ethos-u85-256,0.0,0,256,Dedicated_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u85,13,ad_medium_int8_vela.tflite,ceb93f0095600c90b42763683fabc07397f7a2d1386493caa625cecd7c86abaa,SSE-320,True,Ethos_U85_SYS_DRAM_Low,--accelerator-config ethos-u85-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Low --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-320__ethos-u85-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,500000000.0,222605,429930,126548,452112,441.203125,604432,0.000904224,299.0625,4312704,420848,5.0.0
ethos-u85-512,0.0,0,512,Dedicated_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u85,13,ad_medium_int8_vela.tflite,9fa6d6e7239b70d027301eea62d6123e88e67f800d93038a67af5cf789834a99,SSE-320,True,Ethos_U85_SYS_DRAM_Mid_512,--accelerator-config ethos-u85-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Mid_512 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-320__ethos-u85-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,1000000000.0,186920,237874,108788,244851,444.578125,582672,0.000244851,296.875,3429088,424304,5.0.0
ethos-u85-1024,0.0,0,1024,Dedicated_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u85,13,ad_medium_int8_vela.tflite,b83f28f2e5adc7fad13a41441578c95020c9c178e43d52dbf6b2bac2d789bb54,SSE-320,True,Ethos_U85_SYS_DRAM_Mid_1024,--accelerator-config ethos-u85-1024 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Mid_1024 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-320__ethos-u85-1024 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,1000000000.0,123432,140277,86708,148328,449.296875,761904,0.000148328,244.0,2233280,428656,5.0.0
ethos-u85-2048,0.0,0,2048,Dedicated_Sram,ad_medium_int8,a8b1c9037c2a80e6ff770f0a550777cf744a52850bed6545b2bfc9bacf604c98,ethos-u85,13,ad_medium_int8_vela.tflite,5d6b0526e6d7c5e26f97f789d68e34f20ffdec7749b9e2ec923efbf2053b5dc4,SSE-320,True,Ethos_U85_SYS_DRAM_High_2048,--accelerator-config ethos-u85-2048 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_High_2048 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/ad_medium_int8__SSE-320__ethos-u85-2048 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/ad/ad_medium_int8.tflite,1000000000.0,115620,109552,32106,123158,451.046875,740640,0.000123158,240.0,1762272,429808,5.0.0
ethos-u55-32,0.0,0,32,Shared_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u55,81,vww4_128_128_INT8_vela.tflite,588df75259c199fa13333725662efba934704598c3f4e25d43a74016843cc8a6,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-32 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-300__ethos-u55-32 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,500000000.0,0,2183160,404503,2225713,0.0,0,0.004451426,128.359375,3658292,253584,5.0.0
ethos-u55-64,0.0,0,64,Shared_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u55,81,vww4_128_128_INT8_vela.tflite,3f5f6f65e297e98862a3979cecb214d9cc576e9a0d13c14bacf4d874410675e6,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-64 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-300__ethos-u55-64 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,500000000.0,0,1230870,405783,1341742,0.0,0,0.002683484,128.359375,3611672,254672,5.0.0
ethos-u55-128,0.0,0,128,Shared_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u55,81,vww4_128_128_INT8_vela.tflite,dcbd0bd07fe6b391e4ccab5575b09a0dcbf927d40e4962b4f311451ba5eb7614,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-300__ethos-u55-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,500000000.0,0,761036,386435,894564,0.0,0,0.001789128,128.359375,3343848,255072,5.0.0
ethos-u55-256,0.0,0,256,Shared_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u55,81,vww4_128_128_INT8_vela.tflite,cdbbf0c42353b604a8ad08c0f7d6b3430addc9121a7a6a144aaac82b7dc7978f,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-300__ethos-u55-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,500000000.0,0,614340,353904,830328,0.0,0,0.001660656,128.359375,3043672,255376,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u65,81,vww4_128_128_INT8_vela.tflite,bde9a9b568d0f1cb5a2bae1e4cc4ca80776244067200d8d00fdc42d1c0d9c05c,SSE-300,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-300__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,1000000000.0,218671,487414,147109,578167,325.921875,821968,0.000578167,128.359375,2412496,255760,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u65,81,vww4_128_128_INT8_vela.tflite,7f44e427cb3900bcfbacb0c8202c196cffdce83a2b5511373851bcf402526b7b,SSE-300,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-300__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,1000000000.0,219461,319295,146896,431102,328.796875,824912,0.000431102,128.46875,2411296,258480,5.0.0
ethos-u55-32,0.0,0,32,Shared_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u55,81,vww4_128_128_INT8_vela.tflite,588df75259c199fa13333725662efba934704598c3f4e25d43a74016843cc8a6,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-32 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-310__ethos-u55-32 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,500000000.0,0,2183160,404503,2225713,0.0,0,0.004451426,128.359375,3658292,253584,5.0.0
ethos-u55-64,0.0,0,64,Shared_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u55,81,vww4_128_128_INT8_vela.tflite,3f5f6f65e297e98862a3979cecb214d9cc576e9a0d13c14bacf4d874410675e6,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-64 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-310__ethos-u55-64 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,500000000.0,0,1230870,405783,1341742,0.0,0,0.002683484,128.359375,3611672,254672,5.0.0
ethos-u55-128,0.0,0,128,Shared_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u55,81,vww4_128_128_INT8_vela.tflite,dcbd0bd07fe6b391e4ccab5575b09a0dcbf927d40e4962b4f311451ba5eb7614,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-310__ethos-u55-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,500000000.0,0,761036,386435,894564,0.0,0,0.001789128,128.359375,3343848,255072,5.0.0
