workload,npu,mac,source_model_sha256,memory_mode,system_config,platform_A,platform_B,vela_artifact_sha256_A,vela_artifact_sha256_B,vela_artifact_identity,host_firmware_identity,per_platform_executability,cross_platform_same_artifact_portability,reuse_class
vww4_128_128_INT8,ethos-u55,256,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,Shared_Sram,Ethos_U55_High_End_Embedded,SSE-300,SSE-310,cdbbf0c42353b604a8ad08c0f7d6b3430addc9121a7a6a144aaac82b7dc7978f,cdbbf0c42353b604a8ad08c0f7d6b3430addc9121a7a6a144aaac82b7dc7978f,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
vww4_128_128_INT8,ethos-u55,32,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,Shared_Sram,Ethos_U55_High_End_Embedded,SSE-300,SSE-310,588df75259c199fa13333725662efba934704598c3f4e25d43a74016843cc8a6,588df75259c199fa13333725662efba934704598c3f4e25d43a74016843cc8a6,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
vww4_128_128_INT8,ethos-u55,64,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,Shared_Sram,Ethos_U55_High_End_Embedded,SSE-300,SSE-310,3f5f6f65e297e98862a3979cecb214d9cc576e9a0d13c14bacf4d874410675e6,3f5f6f65e297e98862a3979cecb214d9cc576e9a0d13c14bacf4d874410675e6,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
vww4_128_128_INT8,ethos-u65,256,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,Dedicated_Sram,Ethos_U65_High_End,SSE-300,SSE-310,bde9a9b568d0f1cb5a2bae1e4cc4ca80776244067200d8d00fdc42d1c0d9c05c,bde9a9b568d0f1cb5a2bae1e4cc4ca80776244067200d8d00fdc42d1c0d9c05c,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
vww4_128_128_INT8,ethos-u65,256,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,Dedicated_Sram,Ethos_U65_High_End,SSE-300,SSE-315,bde9a9b568d0f1cb5a2bae1e4cc4ca80776244067200d8d00fdc42d1c0d9c05c,bde9a9b568d0f1cb5a2bae1e4cc4ca80776244067200d8d00fdc42d1c0d9c05c,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
vww4_128_128_INT8,ethos-u65,256,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,Dedicated_Sram,Ethos_U65_High_End,SSE-310,SSE-315,bde9a9b568d0f1cb5a2bae1e4cc4ca80776244067200d8d00fdc42d1c0d9c05c,bde9a9b568d0f1cb5a2bae1e4cc4ca80776244067200d8d00fdc42d1c0d9c05c,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
vww4_128_128_INT8,ethos-u65,512,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,Dedicated_Sram,Ethos_U65_High_End,SSE-300,SSE-310,7f44e427cb3900bcfbacb0c8202c196cffdce83a2b5511373851bcf402526b7b,7f44e427cb3900bcfbacb0c8202c196cffdce83a2b5511373851bcf402526b7b,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
vww4_128_128_INT8,ethos-u65,512,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,Dedicated_Sram,Ethos_U65_High_End,SSE-300,SSE-315,7f44e427cb3900bcfbacb0c8202c196cffdce83a2b5511373851bcf402526b7b,7f44e427cb3900bcfbacb0c8202c196cffdce83a2b5511373851bcf402526b7b,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
vww4_128_128_INT8,ethos-u65,512,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,Dedicated_Sram,Ethos_U65_High_End,SSE-310,SSE-315,7f44e427cb3900bcfbacb0c8202c196cffdce83a2b5511373851bcf402526b7b,7f44e427cb3900bcfbacb0c8202c196cffdce83a2b5511373851bcf402526b7b,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
wav2letter_pruned_int8,ethos-u55,128,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,Shared_Sram,Ethos_U55_High_End_Embedded,SSE-300,SSE-310,10d02ef7a701a4312496fd0391bb1bb5ca1f594a861145662948443c666a39d1,10d02ef7a701a4312496fd0391bb1bb5ca1f594a861145662948443c666a39d1,IDENTICAL,PLATFORM_SPECIFIC,NOT_EXECUTABLE_MEMORY/NOT_EXECUTABLE_MEMORY,NOT_YET_QUALIFIED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
wav2letter_pruned_int8,ethos-u55,256,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,Shared_Sram,Ethos_U55_High_End_Embedded,SSE-300,SSE-310,ac0debf0ceaa7d045528fe3dd619e8a26445aa0ef02eb04431294acdc761bda2,ac0debf0ceaa7d045528fe3dd619e8a26445aa0ef02eb04431294acdc761bda2,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
wav2letter_pruned_int8,ethos-u55,32,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,Shared_Sram,Ethos_U55_High_End_Embedded,SSE-300,SSE-310,b195f1da544527e7318d783d915e1a9b42071a35e981c36d8ab65c7896d08ee4,b195f1da544527e7318d783d915e1a9b42071a35e981c36d8ab65c7896d08ee4,IDENTICAL,PLATFORM_SPECIFIC,NOT_EXECUTABLE_MEMORY/NOT_EXECUTABLE_MEMORY,NOT_YET_QUALIFIED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
wav2letter_pruned_int8,ethos-u55,64,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,Shared_Sram,Ethos_U55_High_End_Embedded,SSE-300,SSE-310,56aa35e2eee16fe6f345ed333fa96fa509e199c903defa1a1b4c3cf078d9bdbf,56aa35e2eee16fe6f345ed333fa96fa509e199c903defa1a1b4c3cf078d9bdbf,IDENTICAL,PLATFORM_SPECIFIC,NOT_EXECUTABLE_MEMORY/NOT_EXECUTABLE_MEMORY,NOT_YET_QUALIFIED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
wav2letter_pruned_int8,ethos-u65,256,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,Dedicated_Sram,Ethos_U65_High_End,SSE-300,SSE-310,9ed66fe10f15b4fcb65b957f526d40cf86e3d9dc14c6be838b7f6c0ac8f246d8,9ed66fe10f15b4fcb65b957f526d40cf86e3d9dc14c6be838b7f6c0ac8f246d8,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
wav2letter_pruned_int8,ethos-u65,256,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,Dedicated_Sram,Ethos_U65_High_End,SSE-300,SSE-315,9ed66fe10f15b4fcb65b957f526d40cf86e3d9dc14c6be838b7f6c0ac8f246d8,9ed66fe10f15b4fcb65b957f526d40cf86e3d9dc14c6be838b7f6c0ac8f246d8,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
wav2letter_pruned_int8,ethos-u65,256,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,Dedicated_Sram,Ethos_U65_High_End,SSE-310,SSE-315,9ed66fe10f15b4fcb65b957f526d40cf86e3d9dc14c6be838b7f6c0ac8f246d8,9ed66fe10f15b4fcb65b957f526d40cf86e3d9dc14c6be838b7f6c0ac8f246d8,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
wav2letter_pruned_int8,ethos-u65,512,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,Dedicated_Sram,Ethos_U65_High_End,SSE-300,SSE-310,f77a6903da014b751929ee1fd1b2d87c79c8e8808fb39ff702ed798db0643398,f77a6903da014b751929ee1fd1b2d87c79c8e8808fb39ff702ed798db0643398,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
wav2letter_pruned_int8,ethos-u65,512,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,Dedicated_Sram,Ethos_U65_High_End,SSE-300,SSE-315,f77a6903da014b751929ee1fd1b2d87c79c8e8808fb39ff702ed798db0643398,f77a6903da014b751929ee1fd1b2d87c79c8e8808fb39ff702ed798db0643398,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
wav2letter_pruned_int8,ethos-u65,512,e0814a0e586f2f2881f7fe96e6bc0b8e4cfecc8d64ced56d8f7ca85b9b7ab257,Dedicated_Sram,Ethos_U65_High_End,SSE-310,SSE-315,f77a6903da014b751929ee1fd1b2d87c79c8e8808fb39ff702ed798db0643398,f77a6903da014b751929ee1fd1b2d87c79c8e8808fb39ff702ed798db0643398,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
yolo-fastest_192_face_v4,ethos-u55,128,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,Shared_Sram,Ethos_U55_High_End_Embedded,SSE-300,SSE-310,57ac3cb07347c3b409dc7d031c483325590dd5276444fd51c1cad90112cabf1e,57ac3cb07347c3b409dc7d031c483325590dd5276444fd51c1cad90112cabf1e,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
yolo-fastest_192_face_v4,ethos-u55,256,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,Shared_Sram,Ethos_U55_High_End_Embedded,SSE-300,SSE-310,9309bab1b6b60e88192f584d60755620381209166eacbc8e64109abe5b12552b,9309bab1b6b60e88192f584d60755620381209166eacbc8e64109abe5b12552b,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
yolo-fastest_192_face_v4,ethos-u55,32,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,Shared_Sram,Ethos_U55_High_End_Embedded,SSE-300,SSE-310,9c30cdd344f06d91ed706bdc313a5c565a6dd0e349c3f6ee3d0051184af0290d,9c30cdd344f06d91ed706bdc313a5c565a6dd0e349c3f6ee3d0051184af0290d,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
yolo-fastest_192_face_v4,ethos-u55,64,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,Shared_Sram,Ethos_U55_High_End_Embedded,SSE-300,SSE-310,65e39a8602ff8930e26856f3e9c570ed6d6ef66763aef96be32a89a0579688e7,65e39a8602ff8930e26856f3e9c570ed6d6ef66763aef96be32a89a0579688e7,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
yolo-fastest_192_face_v4,ethos-u65,256,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,Dedicated_Sram,Ethos_U65_High_End,SSE-300,SSE-310,b8c58e0f7d5c416a117cdd288f2e5191a96a23ee4f7f6947ed0367c4902302d7,b8c58e0f7d5c416a117cdd288f2e5191a96a23ee4f7f6947ed0367c4902302d7,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
yolo-fastest_192_face_v4,ethos-u65,256,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,Dedicated_Sram,Ethos_U65_High_End,SSE-300,SSE-315,b8c58e0f7d5c416a117cdd288f2e5191a96a23ee4f7f6947ed0367c4902302d7,b8c58e0f7d5c416a117cdd288f2e5191a96a23ee4f7f6947ed0367c4902302d7,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
yolo-fastest_192_face_v4,ethos-u65,256,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,Dedicated_Sram,Ethos_U65_High_End,SSE-310,SSE-315,b8c58e0f7d5c416a117cdd288f2e5191a96a23ee4f7f6947ed0367c4902302d7,b8c58e0f7d5c416a117cdd288f2e5191a96a23ee4f7f6947ed0367c4902302d7,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
yolo-fastest_192_face_v4,ethos-u65,512,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,Dedicated_Sram,Ethos_U65_High_End,SSE-300,SSE-310,70f1056de8372871484cd503c536472396595e678b76b5ce45d2b11c46ddbe0a,70f1056de8372871484cd503c536472396595e678b76b5ce45d2b11c46ddbe0a,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
yolo-fastest_192_face_v4,ethos-u65,512,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,Dedicated_Sram,Ethos_U65_High_End,SSE-300,SSE-315,70f1056de8372871484cd503c536472396595e678b76b5ce45d2b11c46ddbe0a,70f1056de8372871484cd503c536472396595e678b76b5ce45d2b11c46ddbe0a,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
yolo-fastest_192_face_v4,ethos-u65,512,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,Dedicated_Sram,Ethos_U65_High_End,SSE-310,SSE-315,70f1056de8372871484cd503c536472396595e678b76b5ce45d2b11c46ddbe0a,70f1056de8372871484cd503c536472396595e678b76b5ce45d2b11c46ddbe0a,IDENTICAL,PLATFORM_SPECIFIC,EXECUTABLE/EXECUTABLE,ESTABLISHED,FIRMWARE_PLATFORM_SPECIFIC_BUT_NPU_ARTIFACT_IDENTICAL
